X,Y,OBJECTID,Citation_N,Service_Da,Address,Ordinance,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Day
-93.2827019995976,44.9232709996569,35,271119332479,2019/01/29 00:00:00+00,214 44TH ST W,478.1000(b),44.923271,-93.282702,8,Southwest,King Field,5,2
-93.2891789997111,44.9232739997953,36,271119332477,2019/01/29 00:00:00+00,716 44TH ST W,478.1000(b),44.923274,-93.289179,13,Southwest,East Harriet,5,2
-93.2550899997037,44.9499939999232,37,271119332395,2019/01/29 00:00:00+00,2902 14TH AVE S,478.1000(b),44.949994,-93.25509,9,Phillips,Midtown Phillips,3,2
-93.2550909997498,44.9523780001446,38,271119332394,2019/01/29 00:00:00+00,2736 14TH AVE S,478.1000(b),44.952378,-93.255091,9,Phillips,Midtown Phillips,3,2
-93.2550709997268,44.9525659998211,39,271119332393,2019/01/29 00:00:00+00,2730 14TH AVE S,478.1000(b),44.952566,-93.255071,9,Phillips,Midtown Phillips,3,2
-93.2550260003496,44.9526520001897,40,271119332392,2019/01/29 00:00:00+00,2724 14TH AVE S,478.1000(b),44.952652,-93.255026,9,Phillips,Midtown Phillips,3,2
-93.2550070003728,44.9569539998273,41,271119332391,2019/01/29 00:00:00+00,2508 14TH AVE S,478.1000(b),44.956954,-93.255007,9,Phillips,Midtown Phillips,3,2
-93.2549979999577,44.9584040001445,42,271119332390,2019/01/29 00:00:00+00,2402 13TH AVE S,478.1000(b),44.958404,-93.254998,9,Phillips,Midtown Phillips,3,2
-93.2562300001144,44.9588079998894,43,271119332389,2019/01/29 00:00:00+00,2402 13TH AVE S,478.1000(b),44.958808,-93.25623,9,Phillips,Midtown Phillips,3,2
-93.2562340002988,44.9587859997741,44,271119332388,2019/01/29 00:00:00+00,2404 13TH AVE S,478.1000(b),44.958786,-93.256234,9,Phillips,Midtown Phillips,3,2
-93.2562320002066,44.9587899999586,45,271119332387,2019/01/29 00:00:00+00,2406 13TH AVE S,478.1000(b),44.95879,-93.256232,9,Phillips,Midtown Phillips,3,2
-93.2562439998607,44.958247000099,46,271119332386,2019/01/29 00:00:00+00,2424 13TH AVE S,478.1000(b),44.958247,-93.256244,9,Phillips,Midtown Phillips,3,2
-93.2562490000913,44.9582239999377,47,271119332385,2019/01/29 00:00:00+00,2426 13TH AVE S,478.1000(b),44.958224,-93.256249,9,Phillips,Midtown Phillips,3,2
-93.2562740003448,44.9579269997313,48,271119332384,2019/01/29 00:00:00+00,2434 13TH AVE S,478.1000(b),44.957927,-93.256274,9,Phillips,Midtown Phillips,3,2
-93.2562859999989,44.9577929998471,49,271119332383,2019/01/29 00:00:00+00,2436 13TH AVE S,478.1000(b),44.957793,-93.256286,9,Phillips,Midtown Phillips,3,2
-93.25627799963,44.9577580000317,50,271119332382,2019/01/29 00:00:00+00,2438 13TH AVE S,478.1000(b),44.957758,-93.256278,9,Phillips,Midtown Phillips,3,2
-93.2562500001374,44.9576660002857,51,271119332381,2019/01/29 00:00:00+00,2440 13TH AVE S,478.1000(b),44.957666,-93.25625,9,Phillips,Midtown Phillips,3,2
-93.2562259999299,44.9576919996861,52,271119332380,2019/01/29 00:00:00+00,2442 13TH AVE S,478.1000(b),44.957692,-93.256226,9,Phillips,Midtown Phillips,3,2
-93.2563159995837,44.9525320000518,53,271119332379,2019/01/29 00:00:00+00,2732 13TH AVE S,478.1000(b),44.952532,-93.256316,9,Phillips,Midtown Phillips,3,2
-93.2563439999756,44.9523820003291,54,271119332378,2019/01/29 00:00:00+00,2738 13TH AVE S,478.1000(b),44.952382,-93.256344,9,Phillips,Midtown Phillips,3,2
-93.2562320002066,44.9522499996378,55,271119332377,2019/01/29 00:00:00+00,2744 13TH AVE S,478.1000(b),44.95225,-93.256232,9,Phillips,Midtown Phillips,3,2
-93.2576580003164,44.9489539996274,56,271119332376,2019/01/29 00:00:00+00,2932 12TH AVE S,478.1000(b),44.948954,-93.257658,9,Phillips,Midtown Phillips,3,2
-93.2576790003855,44.9488549995586,57,271119332375,2019/01/29 00:00:00+00,2938 12TH AVE S,478.1000(b),44.948855,-93.257679,9,Phillips,Midtown Phillips,3,2
-93.2576320000168,44.9497040000396,58,271119332374,2019/01/29 00:00:00+00,2910 12TH AVE S,478.1000(b),44.949704,-93.257632,9,Phillips,Midtown Phillips,3,2
-93.2576020004319,44.952291999776,59,271119332373,2019/01/29 00:00:00+00,2746 12TH AVE S,478.1000(b),44.952292,-93.257602,9,Phillips,Midtown Phillips,3,2
-93.2576320000168,44.9523630003522,60,271119332372,2019/01/29 00:00:00+00,2742 12TH AVE S,478.1000(b),44.952363,-93.257632,9,Phillips,Midtown Phillips,3,2
-93.2575469996942,44.9559280001771,61,271119332371,2019/01/29 00:00:00+00,2542 12TH AVE S,478.1000(b),44.955928,-93.257547,9,Phillips,Midtown Phillips,3,2
-93.257544999602,44.9560220000154,62,271119332370,2019/01/29 00:00:00+00,2536 12TH AVE S,478.1000(b),44.956022,-93.257545,9,Phillips,Midtown Phillips,3,2
-93.2377729997241,44.9616559999245,63,271119331857,2019/01/29 00:00:00+00,2106 24TH AVE S,478.1000(b),44.961656,-93.237773,6,Longfellow,Seward,4,2
-93.2377729997241,44.9616559999245,64,271119331856,2019/01/29 00:00:00+00,2108 24TH AVE S,478.1000(b),44.961656,-93.237773,6,Longfellow,Seward,4,2
-93.2377179998858,44.9608480004349,65,271119331855,2019/01/29 00:00:00+00,2112 24TH AVE S,478.1000(b),44.960848,-93.237718,6,Longfellow,Seward,4,2
-93.2378109996778,44.9600899996538,66,271119331854,2019/01/29 00:00:00+00,2300 24TH AVE S,478.1000(b),44.96009,-93.237811,6,Longfellow,Seward,4,2
-93.2377820001391,44.960010999608,67,271119331853,2019/01/29 00:00:00+00,2302 24TH AVE S,478.1000(b),44.960011,-93.237782,6,Longfellow,Seward,4,2
-93.2377929997471,44.9599300003693,68,271119331852,2019/01/29 00:00:00+00,2304 24TH AVE S,478.1000(b),44.95993,-93.237793,6,Longfellow,Seward,4,2
-93.2331919998109,44.9661110003225,69,271119331851,2019/01/29 00:00:00+00,708 27TH AVE S,478.1000(b),44.966111,-93.233192,2,University,Cedar Riverside,4,2
-93.2267569998356,44.9632070004028,70,271119331850,2019/01/29 00:00:00+00,940 FRANKLIN TER,478.1000(b),44.963207,-93.226757,2,Longfellow,Seward,4,2
-93.259934000054,44.9639240001925,71,271119331849,2019/01/29 00:00:00+00,904 19TH ST E,478.1000(b),44.963924,-93.259934,6,Phillips,Ventura Village,3,2
-93.259255000218,44.963980000077,72,271119331848,2019/01/29 00:00:00+00,1006 19TH ST E,478.1000(b),44.96398,-93.259255,6,Phillips,Ventura Village,3,2
-93.2591430004491,44.9640070004228,73,271119331847,2019/01/29 00:00:00+00,1008 19TH ST E,478.1000(b),44.964007,-93.259143,6,Phillips,Ventura Village,3,2
-93.2588620000812,44.9639699996159,74,271119331846,2019/01/29 00:00:00+00,1010 19TH ST E,478.1000(b),44.96397,-93.258862,6,Phillips,Ventura Village,3,2
-93.2587949996894,44.9638310004004,75,271119331845,2019/01/29 00:00:00+00,1024 19TH ST E,478.1000(b),44.963831,-93.258795,6,Phillips,Ventura Village,3,2
-93.2575550000632,44.9561289995538,76,271119331706,2019/01/29 00:00:00+00,2534 12TH AVE S,478.1000(b),44.956129,-93.257555,9,Phillips,Midtown Phillips,3,2
-93.2575590002476,44.956180000107,77,271119331705,2019/01/29 00:00:00+00,2530 12TH AVE S,478.1000(b),44.95618,-93.257559,9,Phillips,Midtown Phillips,3,2
-93.2575820004089,44.9563679997834,78,271119331704,2019/01/29 00:00:00+00,2528 12TH AVE S,478.1000(b),44.956368,-93.257582,9,Phillips,Midtown Phillips,3,2
-93.257562000386,44.9566199997133,79,271119331703,2019/01/29 00:00:00+00,2522 12TH AVE S,478.1000(b),44.95662,-93.257562,9,Phillips,Midtown Phillips,3,2
-93.2575760001322,44.9567529995513,80,271119331702,2019/01/29 00:00:00+00,2512 12TH AVE S,478.1000(b),44.956753,-93.257576,9,Phillips,Midtown Phillips,3,2
-93.257482000294,44.9610550000882,81,271119331701,2019/01/29 00:00:00+00,2122 12TH AVE S,478.1000(b),44.961055,-93.257482,6,Phillips,Ventura Village,3,2
-93.2574230002712,44.9613999998102,82,271119331700,2019/01/29 00:00:00+00,2114 12TH AVE S,478.1000(b),44.9614,-93.257423,6,Phillips,Ventura Village,3,2
-93.2574390001097,44.9614630000175,83,271119331699,2019/01/29 00:00:00+00,2112 12TH AVE S,478.1000(b),44.961463,-93.257439,6,Phillips,Ventura Village,3,2
-93.258871999643,44.9514569999407,84,271119331698,2019/01/29 00:00:00+00,2810 11TH AVE S,478.1000(b),44.951457,-93.258872,9,Phillips,Midtown Phillips,3,2
-93.258891999666,44.951408000379,85,271119331697,2019/01/29 00:00:00+00,2812 11TH AVE S,478.1000(b),44.951408,-93.258892,9,Phillips,Midtown Phillips,3,2
-93.258931999712,44.9492139999262,86,271119331696,2019/01/29 00:00:00+00,2932 11TH AVE S,478.1000(b),44.949214,-93.258932,9,Phillips,Midtown Phillips,3,2
-93.258880000012,44.9490159997886,87,271119331695,2019/01/29 00:00:00+00,2936 11TH AVE S,478.1000(b),44.949016,-93.25888,9,Phillips,Midtown Phillips,3,2
-93.2588969998966,44.9489719995582,88,271119331694,2019/01/29 00:00:00+00,2938 11TH AVE S,478.1000(b),44.948972,-93.258897,9,Phillips,Midtown Phillips,3,2
-93.2588840001964,44.9489619999964,89,271119331693,2019/01/29 00:00:00+00,2940 11TH AVE S,478.1000(b),44.948962,-93.258884,9,Phillips,Midtown Phillips,3,2
-93.2589349998503,44.9487249998589,90,271119331692,2019/01/29 00:00:00+00,2944 11TH AVE S,478.1000(b),44.948725,-93.258935,9,Phillips,Midtown Phillips,3,2
-93.2589190000118,44.9487269999511,91,271119331691,2019/01/29 00:00:00+00,2946 11TH AVE S,478.1000(b),44.948727,-93.258919,9,Phillips,Midtown Phillips,3,2
-93.2601439998457,44.9551369996728,92,271119331690,2019/01/29 00:00:00+00,2608 10TH AVE S,478.1000(b),44.955137,-93.260144,9,Phillips,Midtown Phillips,3,2
-93.2600999996152,44.9569289995737,93,271119331688,2019/01/29 00:00:00+00,2508 10TH AVE S,478.1000(b),44.956929,-93.2601,9,Phillips,Midtown Phillips,3,2
-93.2600580003764,44.9588590004425,94,271119331687,2019/01/29 00:00:00+00,2404 10TH AVE S,478.1000(b),44.958859,-93.260058,9,Phillips,Midtown Phillips,3,2
-93.2600890000073,44.9589829998656,95,271119331686,2019/01/29 00:00:00+00,2402 10TH AVE S,478.1000(b),44.958983,-93.260089,9,Phillips,Midtown Phillips,3,2
-93.2611569997957,44.9615959998555,96,271119331685,2019/01/29 00:00:00+00,2102 ELLIOT AVE,478.1000(b),44.961596,-93.261157,6,Phillips,Ventura Village,3,2
-93.2611389998649,44.9623919996911,97,271119331684,2019/01/29 00:00:00+00,2008 ELLIOT AVE S,478.1000(b),44.962392,-93.261139,6,Phillips,Ventura Village,3,2
-93.261321000164,44.958257999707,98,271119331683,2019/01/29 00:00:00+00,2422 ELLIOT AVE S,478.1000(b),44.958258,-93.261321,9,Phillips,Midtown Phillips,3,2
-93.261362000256,44.9580469998692,99,271119331682,2019/01/29 00:00:00+00,2450 ELLIOT AVE S,478.1000(b),44.958047,-93.261362,9,Phillips,Midtown Phillips,3,2
-93.2613260003945,44.9579140000311,100,271119331681,2019/01/29 00:00:00+00,2450 ELLIOT AVE S,478.1000(b),44.957914,-93.261326,9,Phillips,Midtown Phillips,3,2
-93.2639760002921,44.9513490003561,101,271119331680,2019/01/29 00:00:00+00,2816 COLUMBUS AVE S,478.1000(b),44.951349,-93.263976,6,Phillips,Phillips West,3,2
-93.2639710000616,44.9514640002635,102,271119331679,2019/01/29 00:00:00+00,2812 COLUMBUS AVE S,478.1000(b),44.951464,-93.263971,6,Phillips,Phillips West,3,2
-93.2639160002232,44.9542120001837,103,271119331677,2019/01/29 00:00:00+00,2640 COLUMBUS AVE S,478.1000(b),44.954212,-93.263916,6,Phillips,Phillips West,3,2
-93.2639390003845,44.9542700001604,104,271119331676,2019/01/29 00:00:00+00,2636 COLUMBUS AVE S,478.1000(b),44.95427,-93.263939,6,Phillips,Phillips West,3,2
-93.2639409995774,44.9543439999757,105,271119331675,2019/01/29 00:00:00+00,2634 COLUMBUS AVE S,478.1000(b),44.954344,-93.263941,6,Phillips,Phillips West,3,2
-93.2639419996236,44.9544250001137,106,271119331674,2019/01/29 00:00:00+00,2630 COLUMBUS AVE S,478.1000(b),44.954425,-93.263942,6,Phillips,Phillips West,3,2
-93.264015000292,44.954468000298,107,271119331673,2019/01/29 00:00:00+00,2628 COLUMBUS AVE S,478.1000(b),44.954468,-93.264015,6,Phillips,Phillips West,3,2
-93.2639629996926,44.9544830000904,108,271119331672,2019/01/29 00:00:00+00,2628 COLUMBUS AVE S,478.1000(b),44.954483,-93.263963,6,Phillips,Phillips West,3,2
-93.2639599995543,44.9547149999973,109,271119331671,2019/01/29 00:00:00+00,2622 COLUMBUS AVE S,478.1000(b),44.954715,-93.26396,6,Phillips,Phillips West,3,2
-93.2639010004308,44.9558690001543,110,271119331670,2019/01/29 00:00:00+00,2526 COLUMBUS AVE S,478.1000(b),44.955869,-93.263901,6,Phillips,Phillips West,3,2
-93.2664310001905,44.962278999876,111,271119331669,2019/01/29 00:00:00+00,2010 OAKLAND AVE S,478.1000(b),44.962279,-93.266431,6,Phillips,Ventura Village,3,2
-93.2664550003979,44.962511999829,112,271119331668,2019/01/29 00:00:00+00,2006 OAKLAND AVE S,478.1000(b),44.962512,-93.266455,6,Phillips,Ventura Village,3,2
-93.2664320002366,44.9625259995753,113,271119331667,2019/01/29 00:00:00+00,2004 OAKLAND AVE S,478.1000(b),44.962526,-93.266432,6,Phillips,Ventura Village,3,2
-93.2664409997523,44.9625160000135,114,271119331666,2019/01/29 00:00:00+00,2002 OAKLAND AVE S,478.1000(b),44.962516,-93.266441,6,Phillips,Ventura Village,3,2
-93.2664389996601,44.9615349997405,115,271119331665,2019/01/29 00:00:00+00,2110 OAKLAND AVE S,478.1000(b),44.961535,-93.266439,6,Phillips,Ventura Village,3,2
-93.266458999683,44.9614749996716,116,271119331664,2019/01/29 00:00:00+00,2114 OAKLAND AVE S,478.1000(b),44.961475,-93.266459,6,Phillips,Ventura Village,3,2
-93.266447000029,44.9614429999945,117,271119331663,2019/01/29 00:00:00+00,2116 OAKLAND AVE S,478.1000(b),44.961443,-93.266447,6,Phillips,Ventura Village,3,2
-93.2664140003058,44.9612100000415,118,271119331662,2019/01/29 00:00:00+00,2120 OAKLAND AVE S,478.1000(b),44.96121,-93.266414,6,Phillips,Ventura Village,3,2
-93.2663490000063,44.9587109999128,119,271119331661,2019/01/29 00:00:00+00,2414 OAKLAND AVE S,478.1000(b),44.958711,-93.266349,6,Phillips,Phillips West,3,2
-93.2663599996143,44.9584850002826,120,271119331660,2019/01/29 00:00:00+00,2416 OAKLAND AVE S,478.1000(b),44.958485,-93.26636,6,Phillips,Phillips West,3,2
-93.2664249999138,44.9582740004448,121,271119331659,2019/01/29 00:00:00+00,2424 OAKLAND AVE S,478.1000(b),44.958274,-93.266425,6,Phillips,Phillips West,3,2
-93.2664320002366,44.9582359995917,122,271119331658,2019/01/29 00:00:00+00,2426 OAKLAND AVE S,478.1000(b),44.958236,-93.266432,6,Phillips,Phillips West,3,2
-93.2664239998676,44.9582009997764,123,271119331657,2019/01/29 00:00:00+00,2428 OAKLAND AVE S,478.1000(b),44.958201,-93.266424,6,Phillips,Phillips West,3,2
-93.2664399997062,44.9579720000078,124,271119331656,2019/01/29 00:00:00+00,2430 OAKLAND AVE S,478.1000(b),44.957972,-93.26644,6,Phillips,Phillips West,3,2
-93.2664399997062,44.9579550001232,125,271119331655,2019/01/29 00:00:00+00,2432 OAKLAND AVE S,478.1000(b),44.957955,-93.26644,6,Phillips,Phillips West,3,2
-93.2663570003753,44.9570050003805,126,271119331654,2019/01/29 00:00:00+00,2504 OAKLAND AVE S,478.1000(b),44.957005,-93.266357,6,Phillips,Phillips West,3,2
-93.2663690000293,44.9569179999658,127,271119331653,2019/01/29 00:00:00+00,2508 OAKLAND AVE S,478.1000(b),44.956918,-93.266369,6,Phillips,Phillips West,3,2
-93.2664660000058,44.9491889996726,128,271119331652,2019/01/29 00:00:00+00,2932 OAKLAND AVE S,478.1000(b),44.949189,-93.266466,6,Phillips,Phillips West,3,2
-93.2664930003517,44.9489619999964,129,271119331651,2019/01/29 00:00:00+00,2938 OAKLAND AVE S,478.1000(b),44.948962,-93.266493,6,Phillips,Phillips West,3,2
-93.2665100002363,44.9489680002731,130,271119331650,2019/01/29 00:00:00+00,2940 OAKLAND AVE S,478.1000(b),44.948968,-93.26651,6,Phillips,Phillips West,3,2
-93.2664940003978,44.9488690002042,131,271119331649,2019/01/29 00:00:00+00,2942 OAKLAND AVE S,478.1000(b),44.948869,-93.266494,6,Phillips,Phillips West,3,2
-93.2728260001198,44.9489490002962,132,271119331648,2019/01/29 00:00:00+00,2932 3RD AVE S,478.1000(b),44.948949,-93.272826,6,Phillips,Phillips West,3,2
-93.2729110004423,44.9486059997672,133,271119331647,2019/01/29 00:00:00+00,2926 3RD AVE S,478.1000(b),44.948606,-93.272911,6,Phillips,Phillips West,3,2
-93.2715760000323,44.9494269998562,134,271119331646,2019/01/29 00:00:00+00,2918 CLINTON AVE S,478.1000(b),44.949427,-93.271576,6,Phillips,Phillips West,3,2
-93.2715699997556,44.9493909999947,135,271119331645,2019/01/29 00:00:00+00,2918 CLINTON AVE S,478.1000(b),44.949391,-93.27157,6,Phillips,Phillips West,3,2
-93.2918499996777,44.9611580003415,136,271119331501,2019/01/29 00:00:00+00,2120 COLFAX AVE S,478.1000(b),44.961158,-93.29185,10,Calhoun Isle,Lowry Hill East,3,2
-93.2918479995855,44.9596609996555,137,271119331500,2019/01/29 00:00:00+00,2312 COLFAX AVE S,478.1000(b),44.959661,-93.291848,10,Calhoun Isle,Lowry Hill East,3,2
-93.2918669995623,44.957162000426,138,271119331499,2019/01/29 00:00:00+00,2500 COLFAX AVE S,478.1000(b),44.957162,-93.291867,10,Calhoun Isle,Lowry Hill East,3,2
-93.2918679996085,44.957112999965,139,271119331498,2019/01/29 00:00:00+00,2502 COLFAX AVE S,478.1000(b),44.957113,-93.291868,10,Calhoun Isle,Lowry Hill East,3,2
-93.2918749999313,44.9550710002266,140,271119331497,2019/01/29 00:00:00+00,2710 COLFAX AVE S,478.1000(b),44.955071,-93.291875,10,Calhoun Isle,Lowry Hill East,3,2
-93.291962000346,44.95273500042,141,271119331496,2019/01/29 00:00:00+00,2728 COLFAX AVE S,478.1000(b),44.952735,-93.291962,10,Calhoun Isle,Lowry Hill East,3,2
-93.2918770000235,44.9516780002396,142,271119331495,2019/01/29 00:00:00+00,2800 COLFAX AVE S,478.1000(b),44.951678,-93.291877,10,Calhoun Isle,Lowry Hill East,3,2
-93.2919170000695,44.9498090003851,143,271119331494,2019/01/29 00:00:00+00,2906 COLFAX AVE S,478.1000(b),44.949809,-93.291917,10,Calhoun Isle,Lowry Hill East,3,2
-93.291942000323,44.9498010000162,144,271119331492,2019/01/29 00:00:00+00,2908 COLFAX AVE S,478.1000(b),44.949801,-93.291942,10,Calhoun Isle,Lowry Hill East,3,2
-93.2919380001385,44.9496660000859,145,271119331491,2019/01/29 00:00:00+00,2910 COLFAX AVE S,478.1000(b),44.949666,-93.291938,10,Calhoun Isle,Lowry Hill East,3,2
-93.2919210002539,44.949525999925,146,271119331490,2019/01/29 00:00:00+00,2912 COLFAX AVE S,478.1000(b),44.949526,-93.291921,10,Calhoun Isle,Lowry Hill East,3,2
-93.2919279996774,44.9495049998559,147,271119331489,2019/01/29 00:00:00+00,2916 COLFAX AVE S,478.1000(b),44.949505,-93.291928,10,Calhoun Isle,Lowry Hill East,3,2
-93.2919509998387,44.9491620002262,148,271119331488,2019/01/29 00:00:00+00,2918 COLFAX AVE S,478.1000(b),44.949162,-93.291951,10,Calhoun Isle,Lowry Hill East,3,2
-93.2919370000924,44.9490949998344,149,271119331487,2019/01/29 00:00:00+00,2920 COLFAX AVE S,478.1000(b),44.949095,-93.291937,10,Calhoun Isle,Lowry Hill East,3,2
-93.2919499997926,44.949028000342,150,271119331486,2019/01/29 00:00:00+00,2932 COLFAX AVE S,478.1000(b),44.949028,-93.29195,10,Calhoun Isle,Lowry Hill East,3,2
-93.2919279996774,44.9488629999275,151,271119331485,2019/01/29 00:00:00+00,2934 COLFAX AVE S,478.1000(b),44.948863,-93.291928,10,Calhoun Isle,Lowry Hill East,3,2
-93.2919499997926,44.9488399997662,152,271119331484,2019/01/29 00:00:00+00,2936 COLFAX AVE S,478.1000(b),44.94884,-93.29195,10,Calhoun Isle,Lowry Hill East,3,2
-93.2919170000695,44.9486550002281,153,271119331483,2019/01/29 00:00:00+00,2944 COLFAX AVE S,478.1000(b),44.948655,-93.291917,10,Calhoun Isle,Lowry Hill East,3,2
-93.2919580001615,44.948674000205,154,271119331482,2019/01/29 00:00:00+00,2948 COLFAX AVE S,478.1000(b),44.948674,-93.291958,10,Calhoun Isle,Lowry Hill East,3,2
-93.2893700004252,44.9506640002435,155,271119331481,2019/01/29 00:00:00+00,2822 ALDRICH AVE S,478.1000(b),44.950664,-93.28937,10,Calhoun Isle,Lowry Hill East,3,2
-93.2893620000562,44.952331999822,156,271119331480,2019/01/29 00:00:00+00,2752 ALDRICH AVE S,478.1000(b),44.952332,-93.289362,10,Calhoun Isle,Lowry Hill East,3,2
-93.2893610000101,44.9523939999831,157,271119331479,2019/01/29 00:00:00+00,2750 ALDRICH AVE S,478.1000(b),44.952394,-93.289361,10,Calhoun Isle,Lowry Hill East,3,2
