0,1,2,3,4,5
Club,Last Name,First Name,Position,2022 Base Salary,2022 Guar. Comp.
Inter Miami,Ulloa,Victor,M,"$250,000.00","$250,000.00"
Inter Miami,Valencia-Barona,Felipe,F,"$65,500.00","$65,500.00"
Inter Miami,Vassilev,Indiana,F,"$84,000.00","$134,000.00"
Inter Miami,Yedlin,DeAndre,D,"$800,000.00","$848,750.00"
LA Galaxy,Aguirre,Daniel,M-F,"$66,724.00","$66,724.00"
LA Galaxy,Alvarez,Efrain,M,"$600,000.00","$706,250.00"
LA Galaxy,Araujo,Julian,D,"$575,000.00","$678,750.00"
LA Galaxy,Bond,Jonathan,GK,"$475,000.00","$526,875.00"
LA Galaxy,Brugman,Gastón,M,"$1,200,000.00","$1,409,000.00"
LA Galaxy,Cabral,Kevin,F,"$1,650,000.00","$1,650,000.00"
LA Galaxy,Caceres,Martin,D,"$240,000.00","$294,400.00"
LA Galaxy,Costa,Douglas,F,"$3,000,000.00","$5,800,000.00"
LA Galaxy,Coulibaly,Sega,D,"$420,000.00","$457,000.00"
LA Galaxy,Delgado,Marco,M,"$650,000.00","$726,250.00"
LA Galaxy,DePuy,Nick,D,"$231,000.00","$231,000.00"
LA Galaxy,Dunbar,Cameron,F,"$120,000.00","$136,750.00"
LA Galaxy,Edwards,Raheem,D-M,"$275,000.00","$307,500.00"
LA Galaxy,Esparza-Saldana,Adam,M,"$89,513.00","$89,513.00"
LA Galaxy,Ferkranus,Marcus,D,"$100,000.00","$113,625.00"
LA Galaxy,Gasper,Chase,D,"$375,000.00","$400,000.00"
LA Galaxy,Grandsir,Samuel,F-M,"$900,000.00","$988,427.00"
LA Galaxy,Harvey,Carlos Migue,D-M,"$84,000.00","$84,000.00"
LA Galaxy,Hernandez,Javier,F,"$6,000,000.00","$7,443,750.00"
LA Galaxy,Joveljic,Dejan,F,"$612,500.00","$612,500.00"
LA Galaxy,Judd,Preston,F,"$65,500.00","$65,500.00"
LA Galaxy,Klinsmann,Jonathan,GK,"$200,000.00","$200,000.00"
LA Galaxy,Kljestan,Sacha,M,"$84,000.00","$84,000.00"
LA Galaxy,Leerdam,Kelvin,D,"$300,000.00","$335,000.00"
LA Galaxy,Neal,Jalen,D,"$100,000.00","$113,625.00"
LA Galaxy,Perez,Jonathan,M,"$150,000.00","$171,750.00"
LA Galaxy,Puig,Ricard,M,"$1,612,500.00","$1,695,000.00"
LA Galaxy,Sanchez,Richard,GK,"$84,000.00","$84,000.00"
LA Galaxy,Vazquez,Victor,M,"$440,000.00","$440,000.00"
LA Galaxy,Villafaña,Jorge,D,"$450,000.00","$486,667.00"
LA Galaxy,Williams,Derrick,D,"$750,000.00","$821,458.00"
LA Galaxy,Zavaleta,Eriq,D,"$84,000.00","$84,000.00"
LAFC,Acosta,Kellyn,M,"$1,100,000.00","$1,215,000.00"
LAFC,Arango,Cristian,M-F,"$624,000.00","$683,000.00"
LAFC,Bale,Gareth,M-F,"$1,600,000.00","$2,386,667.00"
LAFC,Blessing,Latif,M,"$400,000.00","$416,667.00"
LAFC,Bouanga,Denis,F,"$2,083,333.00","$2,083,333.00"
LAFC,Chiellini,Giorgio,D,"$1,000,000.00","$1,075,000.00"
LAFC,Cifuentes,Jose,M,"$367,875.00","$411,750.00"
LAFC,Crepeau,Maxime,GK,"$275,000.00","$302,500.00"
LAFC,Duenas,Erik,D,"$100,000.00","$102,000.00"
LAFC,Escobar,Franco,D,"$550,008.00","$550,008.00"
LAFC,Fall,Mamadou,D-M,"$106,000.00","$118,750.00"
LAFC,Gaines,Julian,F,"$85,444.00","$87,444.00"
LAFC,Ginella,Francisco,M,"$450,000.00","$572,250.00"
LAFC,Hollingshead,Ryan,D,"$393,750.00","$393,750.00"
LAFC,Ibeagha,Sebastien,D,"$225,000.00","$252,125.00"
LAFC,Jennings,Cal,F,"$84,000.00","$84,000.00"
LAFC,Leone,Antonio,D-M,"$100,000.00","$102,000.00"
LAFC,McCarthy,John,GK,"$110,000.00","$110,000.00"
LAFC,Méndez,Jhegson Seb,Mstián,"$600,000.00","$636,750.00"
LAFC,Murillo,Jesus,D,"$450,000.00","$509,500.00"
LAFC,Opoku,Kwadwo,F-M,"$92,000.00","$133,095.00"
LAFC,Ordaz,Nathan,F,"$65,500.00","$68,000.00"
LAFC,Palacios,Diego,D,"$486,000.00","$510,000.00"
LAFC,Romero,Tomas,GK,"$90,000.00","$95,000.00"
LAFC,Sanchez,Ilie,M,"$1,150,000.00","$1,150,000.00"
LAFC,Segura,Eddie,D,"$200,000.00","$224,000.00"
LAFC,Tello,Cristian,F,"$1,333,333.00","$1,725,069.00"
LAFC,Torres,Christian,F,"$90,000.00","$101,230.00"
LAFC,Traore,Mohamed,D,"$100,000.00","$100,000.00"
LAFC,Trejo,Danny,F,"$65,500.00","$65,500.00"
LAFC,Vela,Carlos,F,"$2,400,000.00","$2,737,500.00"
Major League,oBcacrebrer,Grayson,F,"$84,000.00","$87,750.00"
Major League,oCcocreorna,Joe,M,"$300,000.00","$315,000.00"
Major League,oHcucnedrley,Matt,F,"$110,000.00","$119,000.00"
Minnesota Unit,Admarilla,Luis,F,"$650,000.00","$785,000.00"
Minnesota Unit,Adrriaga,Kervin,M,"$84,000.00","$103,667.00"
Minnesota Unit,Bdenitez,Alan,D,"$380,000.00","$437,250.00"
Minnesota Unit,Bdoxall,Michael,D,"$602,210.00","$655,307.00"
Minnesota Unit,Ddanladi,Abu,F,"$135,000.00","$142,125.00"
Minnesota Unit,Ddibassy,Bakaye,D,"$650,000.00","$743,125.00"
Minnesota Unit,Ddick,Eric,GK,"$84,000.00","$84,000.00"
Minnesota Unit,Ddotson,Hassani,M-D,"$400,000.00","$457,500.00"
Minnesota Unit,Edmmings,Fred,GK,"$84,000.00","$90,000.00"
Minnesota Unit,Fdisher,Oniel,D,"$120,000.00","$133,000.00"
Minnesota Unit,Fdragapane,Franco,M-F,"$249,996.00","$257,496.00"
Minnesota Unit,Gdarcia,Ménder,F,"$300,000.00","$322,313.00"
Minnesota Unit,Gdonzalez,Jonathan,M,"$240,000.00","$245,000.00"
Minnesota Unit,Hdansen,Niko,M,"$200,400.00","$219,400.00"
Minnesota Unit,Hdayes,Jacori,M,"$190,000.00","$199,833.00"
Minnesota Unit,Hdlongwane,Bongokuhle,F,"$530,000.00","$580,000.00"
Minnesota Unit,Jdackson,Aziel,M-F,"$66,724.00","$70,633.00"
Minnesota Unit,Kdallman,Brent,D,"$160,000.00","$168,000.00"
Minnesota Unit,Kdibunguchy,Nabilai,F,"$66,724.00","$66,724.00"
Minnesota Unit,Ldawrence,Kemar,D,"$400,000.00","$482,500.00"
Minnesota Unit,Ldod,Robin,M-F,"$849,996.00","$952,496.00"
Minnesota Unit,Md cMaster,Justin,M,"$66,724.00","$66,724.00"
Minnesota Unit,Md etanire,Romain,D,"$720,000.00","$819,250.00"
Minnesota Unit,Md iller,Tyler,GK,"$425,000.00","$445,938.00"
Minnesota Unit,Md ontgomery,Callum,D,"$85,444.00","$87,361.00"
Minnesota Unit,Od luwaseyi,Tani,M-F,"$65,500.00","$65,500.00"
Minnesota Unit,Pdadelford,Devin,D,"$65,500.00","$72,500.00"
Minnesota Unit,Rdeynoso,Emanuel,M,"$850,000.00","$1,066,910.00"
Minnesota Unit,Rdosales,Joseph,M,"$65,500.00","$65,500.00"
Minnesota Unit,Sdt. Clair,Dayne,GK,"$300,000.00","$321,875.00"
Minnesota Unit,Tdaylor,David,M,"$85,444.00","$85,444.00"
Minnesota Unit,Tdrapp,Wil,M,"$784,875.00","$784,875.00"
Minnesota Unit,Wd eah,Patrick,M-F,"$66,724.00","$79,910.00"
Nashville SC,Anunga,Tah Brian,M,"$156,000.00","$176,000.00"
Nashville SC,Bauer,Josh,D,"$66,724.00","$66,724.00"
Nashville SC,Bunbury,Teal,M-F,"$400,000.00","$444,167.00"
Nashville SC,Bwana,Handwalla,F-M,"$140,000.00","$140,000.00"
Nashville SC,Castellanos,Robert,D,"$84,000.00","$84,000.00"
Nashville SC,Davis,Sean,M,"$637,500.00","$637,500.00"
Nashville SC,Donasiyano,Irakoze,M-D,"$66,724.00","$66,724.00"
Nashville SC,Godoy,Anibal,M,"$800,000.00","$871,250.00"
Nashville SC,Haakenson,Luke,M,"$84,000.00","$84,000.00"
Nashville SC,Leal,Randall,F-M,"$850,000.00","$965,000.00"
Nashville SC,Loba,Ake,F,"$1,250,000.00","$1,491,475.00"
Nashville SC,Longmire,Ahmed,M-D,"$65,500.00","$65,500.00"
Nashville SC,Lovitz,Daniel,D,"$498,750.00","$498,750.00"
Nashville SC,Maher,Jack,D,"$130,000.00","$164,000.00"
Nashville SC,McCarty,Dax,M,"$475,000.00","$517,500.00"
Nashville SC,Meredith,Bryan,GK,"$84,000.00","$84,000.00"
Nashville SC,Meyer,William,GK,"$65,500.00","$65,500.00"
Nashville SC,Miller,Eric,D,"$168,000.00","$168,000.00"
Nashville SC,Moore,Shaquell,D,"$700,000.00","$779,400.00"
Nashville SC,Mukhtar,Hany,M,"$1,637,500.00","$1,926,250.00"
Nashville SC,Muyl,Alex,M,"$325,000.00","$331,562.00"
Nashville SC,Panicco,Elliot,GK,"$85,444.00","$85,444.00"
Nashville SC,Pineiro,Rodrigo,F,"$275,000.00","$372,500.00"
Nashville SC,Romney,Dave,D,"$475,000.00","$475,000.00"
Nashville SC,Sapong,CJ,F,"$550,000.00","$550,000.00"
Nashville SC,Shaffelburg,Jacob,M-F,"$130,000.00","$136,500.00"
Nashville SC,Washington,Taylor,D-M,"$93,989.00","$107,570.00"
Nashville SC,Willis,Joe,GK,"$300,000.00","$316,250.00"
Nashville SC,Zimmerman,Walker,D,"$2,088,235.00","$2,345,214.00"
Nashville SC,Zubak,Ethan,F,"$116,000.00","$130,000.00"
New England,eAvlotilduotiroen,Jozy,F,"$3,706,139.00","$4,264,963.00"
New England,eBvoajlruatkiotanrevic,Esmir,M,"$65,500.00","$71,559.00"
New England,eBvoellution,Jon,D,"$84,000.00","$84,000.00"
New England,eBvoalutetinogn,Emmanuel,M,"$225,000.00","$225,000.00"
New England,eBvorluretrion,Dylan,F,"$550,000.00","$613,962.00"
New England,eBvoulution,Gustavo,M-F,"$2,500,000.00","$2,675,000.00"
New England,eBvoucluktion,Noel,M,"$65,500.00","$65,500.00"
New England,eBvoyelution,Brandon,D,"$325,000.00","$343,813.00"
New England,eDvoeLluatGioanrza,AJ,D-M,"$250,000.00","$250,000.00"
New England,eDvoiolpution,Clement,GK,"$125,000.00","$136,250.00"
New England,eEvdowluatirodns,Earl,GK,"$84,000.00","$84,000.00"
New England,eFvaorlruetlilon,Andrew,D,"$425,000.00","$443,750.00"
New England,eGvoillution,Carles,M,"$3,250,000.00","$3,545,833.00"
New England,eGvoillution,Nacho,M,"$100,000.00","$100,000.00"
New England,eGvolnuztaiolenz,Omar,D,"$425,000.00","$450,000.00"
New England,eJvaoclukstion,Jacob,GK,"$65,500.00","$65,500.00"
New England,eJvonluetsion,DeJuan,D-M,"$350,000.00","$370,000.00"
New England,eKvaoplutotiuomn,Wilfrid,M,"$525,000.00","$582,500.00"
New England,eKveoslustleiorn,Henry,D,"$150,000.00","$170,000.00"
New England,eKviozlzuation,Edward,F,"$66,724.00","$66,724.00"
New England,eKvnoilguhtiton,Brad,GK,"$150,000.00","$157,500.00"
New England,eMvoalcuiteilo Fnelix,Lucas,M,"$69,902.00","$69,902.00"
New England,eMvoalkuotiuonn,Christian,D-M,"$200,000.00","$200,000.00"
New England,eMvoclNutaimonara,Thomas,M,"$240,000.00","$240,000.00"
New England,ePveotlruotvioićn,Dorde,GK,"$225,000.00","$225,000.00"
New England,ePvolsutteior n,Matt,D-M,"$325,000.00","$353,437.00"
New England,eRvoenluntiicokns,Justin,F,"$110,000.00","$120,000.00"
New England,eRvoevluetnion,Benjamin,D,"$65,500.00","$65,500.00"
New England,eRvoivleurtaion,Damian,M,"$84,000.00","$84,000.00"
New England,eSvpoaluutlidoing,Ryan,M,"$65,500.00","$65,500.00"
New England,eTvaojoluutriio-Snhradi,Ismael,F,"$606,375.00","$647,860.00"
New England,eVvroioluntiion,Giacomo,F,"$1,500,000.00","$1,747,500.00"
New York City,CAcevedo,Nicolas,D-M,"$200,000.00","$244,800.00"
New York City,CAmundsen,Malte,D,"$270,000.00","$308,700.00"
New York City,CAraujo dos Santos,Heber,F,"$825,000.00","$914,000.00"
New York City,CBarraza,Luis,GK,"$125,000.00","$132,688.00"
New York City,CBenalcázar,Nico,D,"$65,500.00","$65,500.00"
New York City,C allens,Alexander,D,"$750,000.00","$814,000.00"
New York City,C arrizo,Maximo,M,"$65,500.00","$84,357.00"
New York City,C astellanos,Valentin,M,"$900,000.00","$1,076,000.00"
New York City,C hanot,Maxime,D,"$700,000.00","$700,000.00"
New York City,CDe Andrade,Thiago,F,"$180,000.00","$199,600.00"
New York City,CGloster,Christopher,D,"$228,000.00","$238,000.00"
New York City,CGray,Tayvon,D,"$125,000.00","$144,788.00"
New York City,CHaak,Justin,M,"$85,444.00","$85,444.00"
New York City,CJasson,Andres,M,"$100,000.00","$117,144.00"
New York City,CJimenez,Jonathan,F,"$65,500.00","$65,500.00"
New York City,CJohnson,Sean,GK,"$550,000.00","$550,000.00"
New York City,CLatinovich,Vukashin,D,"$85,444.00","$85,444.00"
New York City,CMagno,Talles,F,"$950,000.00","$1,198,000.00"
New York City,CMartins,Thiago,D,"$1,500,000.00","$1,962,000.00"
New York City,CMcFarlane,Christian,M,"$65,500.00","$83,756.00"
New York City,CMitrita,Alexandru,F,"$1,150,000.00","$1,150,000.00"
New York City,CMizell,Cody,GK,"$85,444.00","$85,444.00"
New York City,CMorales,Alfredo,M,"$600,000.00","$662,250.00"
New York City,CMoralez,Maxi,M,"$670,000.00","$1,300,000.00"
New York City,CO'Toole,Kevin,F,"$65,500.00","$65,500.00"
New York City,COwusu,Samuel,D,"$85,444.00","$85,444.00"
New York City,CParks,Keaton,M,"$500,000.00","$500,000.00"
New York City,CPellegrini,Matias,M-F,"$875,000.00","$970,833.00"
New York City,CPereira,Gabriel,F,"$555,000.00","$624,500.00"
New York City,CRodriguez,Santiago,M,"$612,500.00","$612,500.00"
New York City,CSands,James,D-M,"$400,000.00","$493,956.00"
New York City,CTinnerholm,Anton,D,"$750,000.00","$800,000.00"
New York City,CZelalem,Gedion,M,"$84,000.00","$84,000.00"
New York Red,uAlmlsaya,Frankie,M,"$325,000.00","$381,406.00"
New York Red,uBlalsrlow,Tom,F,"$175,000.00","$188,151.00"
New York Red,uClalsrmona,Wikelman,M,"$66,724.00","$69,474.00"
New York Red,uClalsseres,Cristian,M,"$230,000.00","$274,000.00"
New York Red,uClals tellano,Jesus,M,"$65,500.00","$70,868.00"
New York Red,uClllasrk,Caden,M,"$148,800.00","$331,850.00"
New York Red,uClolsronel,Carlos Migue,GK,"$480,000.00","$529,660.00"
New York Red,uDlulsncan,Kyle,D,"$268,212.00","$293,610.00"
New York Red,uEldlselman,Daniel,M,"$84,000.00","$91,582.00"
New York Red,uElslstrela,Bento,M,"$66,724.00","$90,724.00"
New York Red,uFellsrnandez,Omir,M,"$140,000.00","$155,000.00"
New York Red,uHlalsrper,Cameron,M-F,"$225,000.00","$276,250.00"
New York Red,uKllismala,Patryk,F,"$1,000,000.00","$1,135,000.00"
New York Red,uLall sCava,Jake,F,"$65,500.00","$65,500.00"
New York Red,uLollsng,Aaron,D,"$1,050,000.00","$1,080,000.00"
New York Red,uMllasnoel,Elias,F,"$360,000.00","$374,800.00"
New York Red,"uMllasrcucci, Jr.",Anthony,GK,"$66,724.00","$66,724.00"
New York Red,uMllesara,Ryan,GK,"$324,000.00","$324,000.00"
New York Red,uMllosrgan,Lewis,M-F,"$650,000.00","$653,125.00"
New York Red,uNl'ldsam,Hassan,D,"$84,000.00","$84,000.00"
New York Red,uNlelsalis,Sean,D,"$175,000.00","$196,875.00"
New York Red,uNlelsalis,Dylan,D,"$175,000.00","$200,000.00"
New York Red,uNlglsoma,Serge,F,"$65,500.00","$85,451.00"
New York Red,uNlolscita,Matthew,D,"$84,000.00","$84,000.00"
New York Red,uRlelsyes,Andres,D,"$425,000.00","$469,375.00"
New York Red,uRlylsan,Zach,F,"$65,500.00","$65,500.00"
New York Red,uSlolswe,Omar,F,"$84,000.00","$93,086.00"
New York Red,uSlslserwadda,Steven,M,"$65,500.00","$65,500.00"
New York Red,uTolllskin,John,D,"$100,000.00","$105,000.00"
New York Red,uYellasrwood,Dru,M,"$500,000.00","$568,750.00"
New York Red,ulls,Luquinhas,F,"$1,050,000.00","$1,173,125.00"
Orlando City S,Akindele,Tesho,F,"$325,000.00","$340,000.00"
Orlando City S,Alvarado,Alexander,F,"$300,000.00","$318,240.00"
Orlando City S,Angulo,Iván,F,"$348,000.00","$380,660.00"
Orlando City S,Araújo,César,M,"$180,000.00","$261,000.00"
Orlando City S,Cartagena,Wilder,M,"$240,000.00","$280,250.00"
Orlando City S,Cunha Capocasali,JAuntiornio Carl,sD,"$900,000.00","$925,000.00"
Orlando City S,De Almeida Junior,Ocimar,M,"$750,000.00","$780,000.00"
Orlando City S,Dezart,Joseph,M,"$89,716.00","$89,716.00"
Orlando City S,Freeman,Alex,D,"$65,500.00","$69,500.00"
Orlando City S,Gallese,Pedro,GK,"$515,000.00","$515,000.00"
Orlando City S,Gioacchini,Nicholas,F,"$350,004.00","$369,287.00"
Orlando City S,Gonzalez,Gaston,M,"$330,000.00","$332,000.00"
Orlando City S,Grinwis,Adam,GK,"$85,444.00","$85,444.00"
Orlando City S,Halliday,Michael,D,"$89,716.00","$99,447.00"
Orlando City S,Jansson,Robin,D,"$525,000.00","$581,250.00"
Orlando City S,Kara,Ercan,F,"$1,860,000.00","$1,860,000.00"
Orlando City S,Lynn,Jack,F,"$65,500.00","$65,500.00"
Orlando City S,Michel,Benji,F,"$115,000.00","$121,303.00"
Orlando City S,Moutinho,Joao,D,"$220,000.00","$263,000.00"
Orlando City S,Mulraney,Jake,M,"$301,600.00","$338,777.00"
Orlando City S,Pato,Alexandre,F,"$400,000.00","$400,000.00"
Orlando City S,Perea,Andres,M,"$240,000.00","$248,500.00"
Orlando City S,Pereyra,Mauricio,M,"$1,100,000.00","$1,348,000.00"
Orlando City S,Rivera,Wilfredo,M,"$66,724.00","$66,724.00"
Orlando City S,Schlegel,Rodrigo,D,"$200,000.00","$200,000.00"
Orlando City S,Smith,Kyle,D,"$128,580.00","$141,244.00"
Orlando City S,Stajduhar,Mason,GK,"$89,716.00","$89,716.00"
Orlando City S,Teixeira,Ruan,D,"$360,000.00","$360,000.00"
Orlando City S,Torres,Facundo,F,"$600,000.00","$953,200.00"
Orlando City S,Williams,Thomas,D,"$66,724.00","$73,254.00"
Philadelphia U,ioAnaronson,Paxten,M,"$107,500.00","$111,500.00"
Philadelphia U,ioAnremeyaw,Abasa,D,"$65,500.00","$76,500.00"
Philadelphia U,ioBnedoya,Alejandro,M,"$900,000.00","$1,110,000.00"
Philadelphia U,ioBnendik,Joe,GK,"$250,000.00","$250,000.00"
Philadelphia U,ioBnlake,Andre,GK,"$750,000.00","$869,375.00"
Philadelphia U,ioBnueno,Jesus,M,"$140,000.00","$155,378.00"
Philadelphia U,ioBnurke,Cory,F,"$400,000.00","$450,770.00"
Philadelphia U,ioCnarranza,Julian,F,"$900,000.00","$900,000.00"
Philadelphia U,ioCnraig,Brandan,M,"$85,000.00","$97,825.00"
Philadelphia U,ioDnonovan,Christopher,F,"$65,500.00","$65,500.00"
Philadelphia U,ioEnlliott,Jack,D,"$700,000.00","$793,750.00"
Philadelphia U,ioFlnach,Leon,M,"$250,000.00","$263,750.00"
Philadelphia U,ioFrneese,Matt,GK,"$118,250.00","$137,000.00"
Philadelphia U,ioGnazdag,Daniel,M-F,"$550,000.00","$586,250.00"
Philadelphia U,ioGnlesnes,Jakob,D,"$675,000.00","$739,063.00"
Philadelphia U,ioHnarriel,Nathan,D,"$90,000.00","$107,500.00"
Philadelphia U,ioMnartinez,Jose Andres,M,"$250,000.00","$276,250.00"
Philadelphia U,ioMnbaizo,Olivier,D,"$300,000.00","$367,343.00"
Philadelphia U,ioMncGlynn,Jack,M,"$77,500.00","$91,400.00"
Philadelphia U,ioOndada,Richard,M,"$84,000.00","$100,280.00"
Philadelphia U,ioPnortella,Gino,D,"$85,444.00","$99,169.00"
Philadelphia U,ioRnafanello,Jeremy,,"$65,500.00","$74,774.00"
Philadelphia U,ioRneal,Matthew,D,"$105,000.00","$105,000.00"
Philadelphia U,ioSnorenson,Anthony,M,"$85,444.00","$88,444.00"
Philadelphia U,ioSnullivan,Quinn,M,"$100,000.00","$103,500.00"
Philadelphia U,ioTunrner,Cole,M,"$89,716.00","$92,716.00"
Philadelphia U,ioUnhre,Mikael,F,"$1,400,000.00","$1,666,250.00"
Philadelphia U,ioWnagner,Kai,D,"$510,000.00","$581,000.00"
Portland Timb,rsAsprilla,Dairon,M-F,"$350,000.00","$352,500.00"
Portland Timb,rsAyala,David,M,"$275,000.00","$395,000.00"
Portland Timb,rsBingham,David,GK,"$84,000.00","$84,000.00"
Portland Timb,rsBlanco,Sebastián,M-F,"$1,340,000.00","$1,708,000.00"
Portland Timb,rsBodily,Blake,M,"$84,000.00","$84,000.00"
Portland Timb,rsBonilla,Pablo,D,"$132,000.00","$144,667.00"
Portland Timb,rsBravo,Claudio,D,"$300,000.00","$323,310.00"
Portland Timb,rsChara,Diego,M,"$675,000.00","$683,333.00"
Portland Timb,rsChara,Yimmi,M,"$1,500,000.00","$1,803,000.00"
Portland Timb,rsFochive,George,M,"$84,000.00","$84,000.00"
Portland Timb,rsFogaca,Nathan,F,"$65,500.00","$65,500.00"
Portland Timb,rsGutierrez,Diego,F,"$65,500.00","$65,500.00"
Portland Timb,rsIkoba,Tega,F,"$85,444.00","$85,444.00"
Portland Timb,rsIvacic,Aljaz,GK,"$220,000.00","$248,333.00"
Portland Timb,rsLoría,Marvin,M,"$125,000.00","$164,375.00"
Portland Timb,rsMabiala,Larrys,D,"$450,000.00","$460,000.00"
Portland Timb,rsMcGraw,Zac,D,"$84,000.00","$84,000.00"
Portland Timb,rsMora,Felipe,F,"$875,000.00","$955,000.00"
Portland Timb,rsMoreno,Santiago,F,"$300,000.00","$344,576.00"
Portland Timb,rsMosquera,Juan,D,"$160,000.00","$178,167.00"
Portland Timb,rsNiezgoda,Jaroslaw,F,"$807,500.00","$976,758.00"
Portland Timb,rsParedes,Cristhian,M,"$252,000.00","$350,000.00"
Portland Timb,rsRasmussen,Justin,D,"$65,500.00","$65,500.00"
Portland Timb,rsSulte,Hunter,GK,"$65,500.00","$69,892.00"
Portland Timb,rsTuiloma,Bill,D-M,"$285,000.00","$304,450.00"
Portland Timb,rsVan Rankin,Jose,D-M,"$85,000.00","$85,000.00"
Portland Timb,rsVom Steeg,Justin,GK,"$84,000.00","$84,000.00"
Portland Timb,rsWilliamson,Eryk,M,"$550,000.00","$550,000.00"
Portland Timb,rsZuparic,Dario,D,"$375,000.00","$579,200.00"
Real Salt Lake,Beavers,Gavin,GK,"$65,500.00","$71,083.00"
Real Salt Lake,Benitez,Julio,M,"$65,500.00","$75,125.00"
Real Salt Lake,Besler,Nick,M,"$210,000.00","$210,000.00"
Real Salt Lake,Brody,Andrew,M,"$190,000.00","$215,678.00"
Real Salt Lake,Caldwell,Scott,M,"$200,000.00","$205,000.00"
Real Salt Lake,Chang,Maikel,M,"$98,261.00","$98,261.00"
Real Salt Lake,Ćordova,Sergio,F,"$600,000.00","$696,000.00"
Real Salt Lake,Dewsnup,Jeffrey,GK,"$84,000.00","$93,825.00"
Real Salt Lake,Farnsworth,Zackery,D,"$84,000.00","$98,750.00"
Real Salt Lake,Garcia,Chris,F,"$90,000.00","$94,300.00"
Real Salt Lake,Glad,Justen,D,"$675,000.00","$735,031.00"
Real Salt Lake,Gomez,Tomas,GK,"$84,000.00","$84,000.00"
Real Salt Lake,Halsey,Bret,D,"$84,000.00","$91,500.00"
Real Salt Lake,Herrera,Aaron,D,"$700,000.00","$795,220.00"
Real Salt Lake,Hidalgo Davis,Bode,M-F,"$84,000.00","$88,294.00"
Real Salt Lake,Holt,Erik,D,"$125,000.00","$125,000.00"
Real Salt Lake,Julio,Anderson,F-M,"$750,000.00","$820,000.00"
Real Salt Lake,Kappelhof,Johan,D-M,"$260,000.00","$287,000.00"
Real Salt Lake,Kei,Axel,F,"$65,500.00","$81,500.00"
Real Salt Lake,Kreilach,Damir,M,"$1,762,572.00","$1,762,572.00"
Real Salt Lake,Loeffelsend,Jasper,M,"$84,000.00","$84,000.00"
Real Salt Lake,Luna,Diego,M,"$84,000.00","$98,380.00"
Real Salt Lake,MacMath,Zac,GK,"$200,000.00","$200,000.00"
Real Salt Lake,Menendez,Jonathan,M-F,"$500,000.00","$602,813.00"
Real Salt Lake,Meram,Justin,M,"$425,000.00","$468,750.00"
Real Salt Lake,Musovski,Danny,F,"$93,988.00","$93,988.00"
Real Salt Lake,Ojeda,Braian,M,"$550,000.00","$608,653.00"
Real Salt Lake,Orozco,Jaziel,D,"$65,500.00","$65,500.00"
Real Salt Lake,Oviedo,Bryan,D,"$274,800.00","$320,960.00"
Real Salt Lake,Putna,Andrew,GK,"$155,000.00","$168,458.00"
Real Salt Lake,Rubin,Rubio,F,"$510,000.00","$582,937.00"
Real Salt Lake,Ruiz,Pablo,M,"$450,000.00","$523,500.00"
Real Salt Lake,Savarino,Jefferson,F,"$2,000,000.00","$2,224,292.00"
Real Salt Lake,Schmitt,Tate,F,"$92,500.00","$92,500.00"
Real Salt Lake,Silva,Marcelo,D,"$600,000.00","$646,667.00"
Real Salt Lake,Wellings,Jude,M,"$65,500.00","$81,500.00"
Real Salt Lake,Wood,Bobby,F,"$925,000.00","$1,018,161.00"
San Jose Earth,Åugarkeens,Oskar,D,"$65,500.00","$65,500.00"
San Jose Earth,Aukaakpeos,Carlos,D,"$500,000.00","$545,111.00"
San Jose Earth,Ausaokmesani,George,M,"$66,724.00","$66,724.00"
San Jose Earth,Bueaakseosn,Tanner,D,"$200,000.00","$200,000.00"
San Jose Earth,Buearkseasno,Matt,GK,"$106,375.00","$106,375.00"
San Jose Earth,Buoaukdeas,Ousseni,F,"$84,000.00","$96,500.00"
San Jose Earth,Cuaokweesll,Cade,F,"$545,455.00","$635,364.00"
San Jose Earth,Eubaokbeis se,Jeremy,F,"$620,734.00","$766,617.00"
San Jose Earth,Eusapkiensoza,Cristian,F,"$1,150,000.00","$1,265,000.00"
San Jose Earth,Fuuaeknetses,Gilbert,M,"$190,000.00","$208,750.00"
San Jose Earth,Guarekgeuss,Jan,M,"$600,000.00","$655,000.00"
San Jose Earth,Huajkies,Siad,F,"$120,000.00","$129,000.00"
San Jose Earth,Kuiakkaensovic,Benjamin,F,"$85,444.00","$91,219.00"
San Jose Earth,Muakrceisnkowski,JT,GK,"$300,000.00","$300,000.00"
San Jose Earth,Muakries,Paul,D,"$145,000.00","$156,375.00"
San Jose Earth,Muaekdeinsa,Cruz,M,"$65,500.00","$83,894.00"
San Jose Earth,Muaoknetesiro,Jamiro,M,"$1,200,000.00","$1,293,500.00"
San Jose Earth,Ouackheosa,Emmanuel,GK,"$84,000.00","$94,051.00"
San Jose Earth,Puealkaes Cardoso,Nathan,D,"$650,000.00","$691,250.00"
San Jose Earth,Rueamkeesdi,Eric,M,"$450,000.00","$450,000.00"
San Jose Earth,Ruiackhemsond,Will,F,"$65,500.00","$65,500.00"
San Jose Earth,Sualkineass,Shea,F,"$280,000.00","$280,000.00"
San Jose Earth,Sukaakheasn,Jack,M,"$84,000.00","$84,000.00"
San Jose Earth,Tuhaokmespson,Tommy,D,"$280,000.00","$280,000.00"
San Jose Earth,Turakuecso,Miguel,D,"$100,000.00","$150,000.00"
