X,Y,OBJECTID,Citation_N,Date,Address,Ordinance,Ordinance_,Latitude,Longitude,Ward,Neighborho,Community,Tow_Zone,Day_ID,Snow_Emerg
-93.2404000014067,44.9864999987185,59,271120329846,2020/01/20 00:00:00+00,703 9TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.986493,-93.24043,3,Marcy Holmes,University,4,3,Newton
-93.2492999993265,44.9884999990463,60,271120329845,2020/01/20 00:00:00+00,309 6TH ST SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.988529,-93.249288,3,Marcy Holmes,University,4,3,Newton
-93.2481000013649,44.9880000017583,61,271120329844,2020/01/20 00:00:00+00,403 6TH ST SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.987991,-93.248115,3,Marcy Holmes,University,4,3,Newton
-93.2470999993384,44.9875999987125,62,271120329843,2020/01/20 00:00:00+00,425 6TH ST SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.987643,-93.24714,3,Marcy Holmes,University,4,3,Newton
-93.2892999984324,44.9571000002325,63,271120329696,2020/01/20 00:00:00+00,2501 ALDRICH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.95708,-93.289294,10,Lowry Hill East,Calhoun Isle,3,3,Newton
-93.2892999984324,44.9563999995589,64,271120329695,2020/01/20 00:00:00+00,2531 ALDRICH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.956422,-93.28927,10,Lowry Hill East,Calhoun Isle,3,3,Newton
-93.2892999984324,44.9563999995589,65,271120329694,2020/01/20 00:00:00+00,2533 ALDRICH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.956366,-93.289269,10,Lowry Hill East,Calhoun Isle,3,3,Newton
-93.2892999984324,44.9563000015914,66,271120329693,2020/01/20 00:00:00+00,2539 ALDRICH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.956275,-93.289312,10,Lowry Hill East,Calhoun Isle,3,3,Newton
-93.2703999988735,44.8927000015974,67,271120329059,2020/01/20 00:00:00+00,60056 4TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.892668,-93.270376,11,Diamond Lake,Nokomis,5,3,Newton
-93.269200000912,44.8947999998927,68,271120329058,2020/01/20 00:00:00+00,5935 DIAMOND LAKE LA,478.1000(c),Snow emergency parking restrictions - odd number address,44.894812,-93.269242,11,Diamond Lake,Nokomis,5,3,Newton
-93.2641000002623,44.8938999995589,69,271120329057,2020/01/20 00:00:00+00,6009 COLUMBUS AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.893876,-93.264141,11,Diamond Lake,Nokomis,5,3,Newton
-93.2641000002623,44.894200000912,70,271120329056,2020/01/20 00:00:00+00,6003 COLUMBUS AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.894151,-93.264132,11,Diamond Lake,Nokomis,5,3,Newton
-93.2641000002623,44.897199999541,71,271120329054,2020/01/20 00:00:00+00,5821 COLUMBUS AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.897167,-93.264148,11,Diamond Lake,Nokomis,5,3,Newton
-93.2641000002623,44.8977999985218,72,271120329053,2020/01/20 00:00:00+00,5803 COLUMBUS AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.897766,-93.264056,11,Diamond Lake,Nokomis,5,3,Newton
-93.263900000602,44.9074999988079,73,271120329052,2020/01/20 00:00:00+00,5247 COLUMBUS AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.907513,-93.263927,11,Page,Nokomis,5,3,Newton
-93.2652000002563,44.9054999984801,74,271120329051,2020/01/20 00:00:00+00,5355 PARK AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.905533,-93.265245,11,Page,Nokomis,5,3,Newton
-93.2664999999106,44.9111000001431,75,271120329050,2020/01/20 00:00:00+00,5025 OAKLAND AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.911062,-93.266458,11,Page,Nokomis,5,3,Newton
-93.2723999992013,44.8980999998748,76,271120329049,2020/01/20 00:00:00+00,5749 CLINTON AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.898068,-93.272372,11,Diamond Lake,Nokomis,5,3,Newton
-93.27670000121,44.9054000005126,77,271120329048,2020/01/20 00:00:00+00,5349 1ST AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.905412,-93.276708,11,Tangletown,Southwest,5,3,Newton
-93.2767999991775,44.8980999998748,78,271120329047,2020/01/20 00:00:00+00,5759 1ST AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.898082,-93.2768,11,Windom,Southwest,5,3,Newton
-93.279399998486,44.8929000012577,79,271120329046,2020/01/20 00:00:00+00,6039 BLAISDELL AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.892917,-93.279378,11,Windom,Southwest,5,3,Newton
-93.279399998486,44.8925999999046,80,271120329045,2020/01/20 00:00:00+00,6047 BLAISDELL AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.89258,-93.279381,11,Windom,Southwest,5,3,Newton
-93.279399998486,44.8924999982119,81,271120329044,2020/01/20 00:00:00+00,6049 BLAISDELL AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.892485,-93.279388,11,Windom,Southwest,5,3,Newton
-93.2800000011921,44.8914999999106,82,271120329043,2020/01/20 00:00:00+00,31 WENTWORTH CT E,478.1000(c),Snow emergency parking restrictions - odd number address,44.891549,-93.279958,11,Windom,Southwest,5,3,Newton
-93.2800000011921,44.8916000016034,83,271120329042,2020/01/20 00:00:00+00,31 WENTWORTH CT E,478.1000(c),Snow emergency parking restrictions - odd number address,44.891578,-93.279956,11,Windom,Southwest,5,3,Newton
-93.2798999994993,44.8916000016034,84,271120329041,2020/01/20 00:00:00+00,31 WENTWORTH CT E,478.1000(c),Snow emergency parking restrictions - odd number address,44.891631,-93.279947,11,Windom,Southwest,5,3,Newton
-93.2800000011921,44.8916000016034,85,271120329040,2020/01/20 00:00:00+00,29 WENTWORTH CT E,478.1000(c),Snow emergency parking restrictions - odd number address,44.891632,-93.279967,11,Windom,Southwest,5,3,Newton
-93.2800000011921,44.8916999995708,86,271120329039,2020/01/20 00:00:00+00,25 WENTWORTH CT E,478.1000(c),Snow emergency parking restrictions - odd number address,44.891719,-93.27996,11,Windom,Southwest,5,3,Newton
-93.2800000011921,44.8918000012636,87,271120329038,2020/01/20 00:00:00+00,15 WENTWORTH CT E,478.1000(c),Snow emergency parking restrictions - odd number address,44.891753,-93.280003,11,Windom,Southwest,5,3,Newton
-93.2800999991596,44.8916999995708,88,271120329037,2020/01/20 00:00:00+00,13 WENTWORTH CT E,478.1000(c),Snow emergency parking restrictions - odd number address,44.891741,-93.280067,11,Windom,Southwest,5,3,Newton
-93.2800999991596,44.8916999995708,89,271120329036,2020/01/20 00:00:00+00,11 WENTWORTH CT E,478.1000(c),Snow emergency parking restrictions - odd number address,44.89166,-93.280099,11,Windom,Southwest,5,3,Newton
-93.2800000011921,44.8916000016034,90,271120329035,2020/01/20 00:00:00+00,11 WENTWORTH CT E,478.1000(c),Snow emergency parking restrictions - odd number address,44.891642,-93.280017,11,Windom,Southwest,5,3,Newton
-93.2800999991596,44.8913999982178,91,271120329034,2020/01/20 00:00:00+00,55 WENTWORTH CT E,478.1000(c),Snow emergency parking restrictions - odd number address,44.891374,-93.280082,11,Windom,Southwest,5,3,Newton
-93.2800999991596,44.8913000002503,92,271120329033,2020/01/20 00:00:00+00,53 WENTWORTH CT E,478.1000(c),Snow emergency parking restrictions - odd number address,44.891316,-93.280116,11,Windom,Southwest,5,3,Newton
-93.2800999991596,44.8913000002503,93,271120329032,2020/01/20 00:00:00+00,53 WENTWORTH CT E,478.1000(c),Snow emergency parking restrictions - odd number address,44.891294,-93.2801,11,Windom,Southwest,5,3,Newton
-93.2800999991596,44.8911999985576,94,271120329031,2020/01/20 00:00:00+00,51 WENTWORTH CT E,478.1000(c),Snow emergency parking restrictions - odd number address,44.891226,-93.280073,11,Windom,Southwest,5,3,Newton
-93.2800999991596,44.8911999985576,95,271120329030,2020/01/20 00:00:00+00,51 WENTWORTH CT E,478.1000(c),Snow emergency parking restrictions - odd number address,44.891223,-93.280051,11,Windom,Southwest,5,3,Newton
-93.2800000011921,44.8911999985576,96,271120329029,2020/01/20 00:00:00+00,47 WENTWORTH CT E,478.1000(c),Snow emergency parking restrictions - odd number address,44.891241,-93.27999,11,Windom,Southwest,5,3,Newton
-93.2547999992967,44.9622000008821,97,271120328095,2020/01/20 00:00:00+00,2011 14TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.962214,-93.254796,6,Ventura Village,Phillips,3,3,Newton
-93.2547999992967,44.9622000008821,98,271120328094,2020/01/20 00:00:00+00,2013 14TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.96217,-93.254801,6,Ventura Village,Phillips,3,3,Newton
-93.2547999992967,44.9620999991894,99,271120328093,2020/01/20 00:00:00+00,2015 14TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.962098,-93.254829,6,Ventura Village,Phillips,3,3,Newton
-93.2534999996424,44.9613999985158,100,271120328092,2020/01/20 00:00:00+00,2115 15TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.961351,-93.253548,6,Ventura Village,Phillips,3,3,Newton
-93.2534999996424,44.9604999981821,101,271120328091,2020/01/20 00:00:00+00,2211 15TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.960486,-93.253482,6,Ventura Village,Phillips,3,3,Newton
-93.2534999996424,44.959699999541,102,271120328090,2020/01/20 00:00:00+00,2305 15TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.959713,-93.253519,6,Ventura Village,Phillips,3,3,Newton
-93.2536999993026,44.9574000015855,103,271120328087,2020/01/20 00:00:00+00,2459 15TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.957403,-93.25369,9,Midtown Phillips,Phillips,3,3,Newton
-93.2536999993026,44.9569000005722,104,271120328086,2020/01/20 00:00:00+00,2507 15TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.956878,-93.253692,9,Midtown Phillips,Phillips,3,3,Newton
-93.2536999993026,44.956700000912,105,271120328085,2020/01/20 00:00:00+00,2517 15TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.956685,-93.253712,9,Midtown Phillips,Phillips,3,3,Newton
-93.2536999993026,44.9563999995589,106,271120328083,2020/01/20 00:00:00+00,2523 15TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.95642,-93.253683,9,Midtown Phillips,Phillips,3,3,Newton
-93.2536000013351,44.9563999995589,107,271120328082,2020/01/20 00:00:00+00,2529 15TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.956364,-93.253644,9,Midtown Phillips,Phillips,3,3,Newton
-93.2536999993026,44.9561999998987,108,271120328081,2020/01/20 00:00:00+00,2531 15TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.956155,-93.253725,9,Midtown Phillips,Phillips,3,3,Newton
-93.2536999993026,44.9538999982178,109,271120328080,2020/01/20 00:00:00+00,2657 15TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.953854,-93.25374,9,Midtown Phillips,Phillips,3,3,Newton
-93.2536999993026,44.9538000002503,110,271120328079,2020/01/20 00:00:00+00,2659 15TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.953788,-93.253715,9,Midtown Phillips,Phillips,3,3,Newton
-93.2538000009954,44.9516999982297,111,271120328078,2020/01/20 00:00:00+00,2807 15TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.951673,-93.253759,9,Midtown Phillips,Phillips,3,3,Newton
-93.2538000009954,44.9514999985695,112,271120328077,2020/01/20 00:00:00+00,2811 15TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.951534,-93.253762,9,Midtown Phillips,Phillips,3,3,Newton
-93.2536999993026,44.951400000602,113,271120328076,2020/01/20 00:00:00+00,2815 15TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.951421,-93.253733,9,Midtown Phillips,Phillips,3,3,Newton
-93.2536999993026,44.9512000009418,114,271120328075,2020/01/20 00:00:00+00,2819 15TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.951185,-93.253743,9,Midtown Phillips,Phillips,3,3,Newton
-93.2538000009954,44.951099999249,115,271120328074,2020/01/20 00:00:00+00,2823 15TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.951094,-93.253768,9,Midtown Phillips,Phillips,3,3,Newton
-93.2538000009954,44.951099999249,116,271120328073,2020/01/20 00:00:00+00,2825 15TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.951056,-93.253772,9,Midtown Phillips,Phillips,3,3,Newton
-93.2538000009954,44.9510000012815,117,271120328072,2020/01/20 00:00:00+00,2827 15TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.950992,-93.253767,9,Midtown Phillips,Phillips,3,3,Newton
-93.2538000009954,44.9492999985814,118,271120328071,2020/01/20 00:00:00+00,2919 15TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.949324,-93.253817,9,Midtown Phillips,Phillips,3,3,Newton
-93.2549999989569,44.9486999996006,119,271120328070,2020/01/20 00:00:00+00,2947 14TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.948724,-93.255014,9,Midtown Phillips,Phillips,3,3,Newton
-93.2549999989569,44.9486999996006,120,271120328069,2020/01/20 00:00:00+00,2945 14TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.948745,-93.255005,9,Midtown Phillips,Phillips,3,3,Newton
-93.2549999989569,44.9488999992609,121,271120328068,2020/01/20 00:00:00+00,2931 14TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.948895,-93.255024,9,Midtown Phillips,Phillips,3,3,Newton
-93.2549999989569,44.9549000002444,122,271120328067,2020/01/20 00:00:00+00,2621 14TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.954879,-93.254983,9,Midtown Phillips,Phillips,3,3,Newton
-93.2549000009894,44.9549999982119,123,271120328066,2020/01/20 00:00:00+00,2617 14TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.955,-93.254948,9,Midtown Phillips,Phillips,3,3,Newton
-93.2549999989569,44.9583999998868,124,271120328065,2020/01/20 00:00:00+00,2419 14TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.958373,-93.254959,9,Midtown Phillips,Phillips,3,3,Newton
-93.2549999989569,44.9583999998868,125,271120328064,2020/01/20 00:00:00+00,2417 14TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.958435,-93.254962,9,Midtown Phillips,Phillips,3,3,Newton
-93.2549000009894,44.9587000012398,126,271120328062,2020/01/20 00:00:00+00,2405 14TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.958656,-93.254915,9,Midtown Phillips,Phillips,3,3,Newton
-93.2562000006437,44.9589999988675,127,271120328060,2020/01/20 00:00:00+00,2401 13TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.958965,-93.2562,9,Midtown Phillips,Phillips,3,3,Newton
