X,Y,OBJECTID,Snow_Emerg,Snow_Eme_1,Snow_Eme_2,Key_,Call_Taken,Customer,Location,Latitude,Longitude,Ward,Neighborho,Community,Day,Tow_Zone
-10380151.6737036,5619960.7073567,21,Victory 2,2022-2023,4,21,2023/02/24 00:00:00+00,Snow Emergency,"323 8th st se,Minneapolis,MN",44.990085,-93.246489,3,Marcy Holmes,University,1,4
-10380229.2634628,5620006.03944101,22,Victory 2,2022-2023,4,22,2023/02/24 00:00:00+00,Snow Emergency,"335 8TH ST SE,Minneapolis,MN",44.990373,-93.247186,3,Marcy Holmes,University,1,4
-10383094.5158202,5609134.61957571,23,Victory 2,2022-2023,4,23,2023/02/24 00:00:00+00,Snow Emergency,"4502 3RD AVE S,Minneapolis,MN",44.921264,-93.272925,8,Regina,Nokomis,1,5
-10384794.2531211,5623969.06039667,24,Victory 2,2022-2023,4,24,2023/02/24 00:00:00+00,Snow Emergency,"3319 LYNDALE AVE N,Minneapolis,MN",45.015545,-93.288194,4,McKinley,Camden,1,1
-10384813.845354,5623669.08062746,25,Victory 2,2022-2023,4,25,2023/02/24 00:00:00+00,Snow Emergency,"3215 LYNDALE AVE N,Minneapolis,MN",45.01364,-93.28837,4,McKinley,Camden,1,1
-10382837.9243744,5608866.73159581,26,Victory 2,2022-2023,4,26,2023/02/24 00:00:00+00,Snow Emergency,"4600 4th Ave S,Minneapolis,MN",44.91956,-93.27062,8,Field,Nokomis,1,5
-10386299.9605119,5614054.54544442,27,Victory 2,2022-2023,4,27,2023/02/24 00:00:00+00,Snow Emergency,"2800 Irving av s,Minneapolis,MN",44.95255,-93.30172,7,East Isles,Calhoun Isle,1,3
-10386299.9605119,5614054.54544442,28,Victory 2,2022-2023,4,28,2023/02/24 00:00:00+00,Snow Emergency,"2800 irving ave s,Minneapolis,MN",44.95255,-93.30172,7,East Isles,Calhoun Isle,1,3
-10383463.5399308,5618200.33447209,29,Victory 2,2022-2023,4,29,2023/02/24 00:00:00+00,Snow Emergency,"700 1st av n ,Minneapolis,MN",44.9789,-93.27624,3,Downtown West,Central,1,3
-10379929.1460911,5619859.18343548,30,Victory 2,2022-2023,4,30,2023/02/24 00:00:00+00,Snow Emergency,"509 8TH ST SE,Minneapolis,MN",44.98944,-93.24449,3,Marcy Holmes,University,1,4
-10386358.4032366,5613372.83590263,31,Victory 2,2022-2023,4,31,2023/02/24 00:00:00+00,Snow Emergency,"3000 irving ave s,Minneapolis,MN",44.948216,-93.302245,10,East Bde Maka Ska,Calhoun Isle,1,5
-10383094.5158202,5609352.0486434,32,Victory 2,2022-2023,4,32,2023/02/24 00:00:00+00,Snow Emergency,"4418 3RD AVE S,Minneapolis,MN",44.922647,-93.272925,8,Regina,Nokomis,1,5
-10381991.8962733,5606724.22735534,33,Victory 2,2022-2023,4,33,2023/02/24 00:00:00+00,Snow Emergency,"5336 Chicago Ave S ,Minneapolis,MN",44.90593,-93.26302,11,Page,Nokomis,1,5
-10380166.2566287,5620033.89969993,34,Victory 2,2022-2023,4,34,2023/02/24 00:00:00+00,Snow Emergency,"333 8TH ST SE,Minneapolis,MN",44.99055,-93.24662,3,Marcy Holmes,University,1,4
-10386387.9029606,5612796.23855757,35,Victory 2,2022-2023,4,35,2023/02/24 00:00:00+00,Snow Emergency,"3200 Irving Ave s,Minneapolis,MN",44.94455,-93.30251,10,East Bde Maka Ska,Calhoun Isle,1,5
-10381970.7454956,5607902.1487298,36,Victory 2,2022-2023,4,36,2023/02/24 00:00:00+00,Snow Emergency,"4926 Chicago Avenue South,Minneapolis,MN",44.913424,-93.26283,8,Field,Nokomis,1,5
-10379929.1460911,5619857.60949932,37,Victory 2,2022-2023,4,37,2023/02/24 00:00:00+00,Snow Emergency,"511 8TH ST SE,Minneapolis,MN",44.98943,-93.24449,3,Marcy Holmes,University,1,4
-10382368.7127071,5620751.531249,38,Victory 2,2022-2023,4,38,2023/02/24 00:00:00+00,Snow Emergency,"100 8th Ave no ,Minneapolis,MN",44.995109,-93.266405,3,St. Anthony West,Northeast,1,2
-10380229.2634628,5620006.03944101,39,Victory 2,2022-2023,4,39,2023/02/24 00:00:00+00,Snow Emergency,"335 8TH ST SE,Minneapolis,MN",44.990373,-93.247186,3,Marcy Holmes,University,1,4
-10382368.7127071,5620751.531249,40,Victory 2,2022-2023,4,40,2023/02/24 00:00:00+00,Snow Emergency,"100 8th Ave no mpls,Minneapolis,MN",44.995109,-93.266405,3,St. Anthony West,Northeast,1,2
-10382833.4715896,5609151.28429836,41,Victory 2,2022-2023,4,41,2023/02/24 00:00:00+00,Snow Emergency,"4500 4th Ave S,Minneapolis,MN",44.92137,-93.27058,8,Regina,Nokomis,1,5
-10382841.2639129,5608582.1877157,42,Victory 2,2022-2023,4,42,2023/02/24 00:00:00+00,Snow Emergency,"4700 4th av s,Minneapolis,MN",44.91775,-93.27065,8,Field,Nokomis,1,5
-10383283.2023487,5618414.36233559,43,Victory 2,2022-2023,4,43,2023/02/24 00:00:00+00,Snow Emergency,"500 1ST AVE N,Minneapolis,MN",44.98026,-93.27462,3,Downtown West,Central,1,3
-10383106.5382789,5608560.33650612,44,Victory 2,2022-2023,4,44,2023/02/24 00:00:00+00,Snow Emergency,"4702 3rd av s,Minneapolis,MN",44.917611,-93.273033,8,Field,Nokomis,1,5
-10386299.9605119,5614054.54544442,45,Victory 2,2022-2023,4,45,2023/02/24 00:00:00+00,Snow Emergency,"2800 Irving av s ,Minneapolis,MN",44.95255,-93.30172,7,East Isles,Calhoun Isle,1,3
-10386358.4032366,5613372.83590263,46,Victory 2,2022-2023,4,46,2023/02/24 00:00:00+00,Snow Emergency,"3000 Irving Ave S,Minneapolis,MN",44.948216,-93.302245,10,East Bde Maka Ska,Calhoun Isle,1,5
-10383283.2023487,5618414.36233559,47,Victory 2,2022-2023,4,47,2023/02/24 00:00:00+00,Snow Emergency,"500 1ST AVE N,Minneapolis,MN",44.98026,-93.27462,3,Downtown West,Central,1,3
-10381991.8962733,5606793.38310446,48,Victory 2,2022-2023,4,48,2023/02/24 00:00:00+00,Snow Emergency,"5320 CHICAGO AV S,Minneapolis,MN",44.90637,-93.26302,11,Page,Nokomis,1,5
-10386358.4032366,5613372.83590263,49,Victory 2,2022-2023,4,49,2023/02/24 00:00:00+00,Snow Emergency,"3000 irving ave s,Minneapolis,MN",44.948216,-93.302245,10,East Bde Maka Ska,Calhoun Isle,1,5
-10381965.7361879,5607605.68916478,50,Victory 2,2022-2023,4,50,2023/02/24 00:00:00+00,Snow Emergency,"5010 CHICAGO AV S,Minneapolis,MN",44.911538,-93.262785,11,Field,Nokomis,1,5
-10382921.4140383,5619519.20473855,51,Victory 2,2022-2023,4,51,2023/02/24 00:00:00+00,Snow Emergency,"400 1st n,Minneapolis,MN",44.98728,-93.27137,3,North Loop,Central,1,1
-10383119.5626593,5609317.93265036,52,Victory 2,2022-2023,4,52,2023/02/24 00:00:00+00,Snow Emergency,"4424 3RD AVE S,Minneapolis,MN",44.92243,-93.27315,8,Regina,Nokomis,1,5
-10381996.349058,5606279.44238702,53,Victory 2,2022-2023,4,53,2023/02/24 00:00:00+00,Snow Emergency,"5504 Chicago Ave so,Minneapolis,MN",44.9031,-93.26306,11,Diamond Lake,Nokomis,1,5
-10386206.4521323,5614265.32895168,54,Victory 2,2022-2023,4,54,2023/02/24 00:00:00+00,Snow Emergency,"2700 irving ave s,Minneapolis,MN",44.95389,-93.30088,7,East Isles,Calhoun Isle,1,3
-10386358.4032366,5613372.83590263,55,Victory 2,2022-2023,4,55,2023/02/24 00:00:00+00,Snow Emergency,"3000 Irving ave s ,Minneapolis,MN",44.948216,-93.302245,10,East Bde Maka Ska,Calhoun Isle,1,5
-10379896.8634517,5619840.29551194,56,Victory 2,2022-2023,4,56,2023/02/24 00:00:00+00,Snow Emergency,"519 8TH ST SE,Minneapolis,MN",44.98932,-93.2442,3,Marcy Holmes,University,1,4
-10386366.19566,5611998.87736863,57,Victory 2,2022-2023,4,57,2023/02/24 00:00:00+00,Snow Emergency,"3500 Irving ave s,Minneapolis,MN",44.93948,-93.302315,10,East Bde Maka Ska,Calhoun Isle,1,5
-10381980.7643114,5611921.81856061,58,Victory 2,2022-2023,4,58,2023/02/24 00:00:00+00,Snow Emergency,"3512 Chicago ave s,Minneapolis,MN",44.93899,-93.26292,9,Central,Powderhorn,1,5
-10382805.641735,5611126.10713563,59,Victory 2,2022-2023,4,59,2023/02/25 00:00:00+00,Snow Emergency,"3800 4TH AVE S,Minneapolis,MN",44.93393,-93.27033,8,Bryant,Powderhorn,1,5
-10381953.9362783,5604649.48484489,60,Victory 2,2022-2023,4,60,2023/02/25 00:00:00+00,Snow Emergency,"6043 Chicago ave s,Minneapolis,MN",44.892728,-93.262679,11,Diamond Lake,Nokomis,1,6
-10381928.4441406,5604951.50447545,61,Victory 2,2022-2023,4,61,2023/02/25 00:00:00+00,Snow Emergency,"5939 Chicago ave s,Minneapolis,MN",44.89465,-93.26245,11,Diamond Lake,Nokomis,1,6
-10382833.4715896,5609151.28429836,62,Victory 2,2022-2023,4,62,2023/02/25 00:00:00+00,Snow Emergency,"4500 4th Ave S,Minneapolis,MN",44.92137,-93.27058,8,Regina,Nokomis,1,5
-10383183.0147919,5619771.51183034,63,Victory 2,2022-2023,4,63,2023/02/25 00:00:00+00,Snow Emergency,"600 1st n ,Minneapolis,MN",44.988883,-93.27372,3,North Loop,Central,1,1
-10382841.2639129,5608582.1877157,64,Victory 2,2022-2023,4,64,2023/02/25 00:00:00+00,Snow Emergency,"4700 4th Ave S,Minneapolis,MN",44.91775,-93.27065,8,Field,Nokomis,1,5
-10380112.0440394,5619937.56931403,65,Victory 2,2022-2023,4,65,2023/02/25 00:00:00+00,Snow Emergency,"425 8TH ST SE,Minneapolis,MN",44.989938,-93.246133,3,Marcy Holmes,University,1,4
-10383094.5158202,5609335.85536489,66,Victory 2,2022-2023,4,66,2023/02/25 00:00:00+00,Snow Emergency,"4422 3RD AVE S,Minneapolis,MN",44.922544,-93.272925,8,Regina,Nokomis,1,5
-10380109.4836732,5619935.99522265,67,Victory 2,2022-2023,4,67,2023/02/25 00:00:00+00,Snow Emergency,"427 8TH ST SE,Minneapolis,MN",44.989928,-93.24611,3,Marcy Holmes,University,1,4
-10382831.2451972,5609423.2684493,68,Victory 2,2022-2023,4,68,2023/02/25 00:00:00+00,Snow Emergency,"4400 4th Ave S,Minneapolis,MN",44.9231,-93.27056,8,Regina,Nokomis,1,5
-10386126.3021069,5615226.50144398,69,Victory 2,2022-2023,4,69,2023/02/25 00:00:00+00,Snow Emergency,"2300 Irving av s ,Minneapolis,MN",44.96,-93.30016,7,East Isles,Calhoun Isle,1,3
-10382011.9337045,5605155.78985961,70,Victory 2,2022-2023,4,70,2023/02/25 00:00:00+00,Snow Emergency,"5900 Chicago Avenue South,Minneapolis,MN",44.89595,-93.2632,11,Diamond Lake,Nokomis,1,5
-10381933.4535485,5606733.65767288,71,Victory 2,2022-2023,4,71,2023/02/25 00:00:00+00,Snow Emergency,"5335 Chicago Avenue South,Minneapolis,MN",44.90599,-93.262495,11,Hale,Nokomis,1,6
-10383136.2606522,5618578.03420225,72,Victory 2,2022-2023,4,72,2023/02/25 00:00:00+00,Snow Emergency,"400 1ST AVE N,Minneapolis,MN",44.9813,-93.2733,3,Downtown West,Central,1,3
-10382833.4715896,5609151.28429836,73,Victory 2,2022-2023,4,73,2023/02/25 00:00:00+00,Snow Emergency,"4500 4th Ave S,Minneapolis,MN",44.92137,-93.27058,8,Regina,Nokomis,1,5
-10383136.2606522,5618578.03420225,74,Victory 2,2022-2023,4,74,2023/02/25 00:00:00+00,Snow Emergency,"400 1ST AVE N,Minneapolis,MN",44.9813,-93.2733,3,Downtown West,Central,1,3
-10386387.9029606,5612796.23855757,75,Victory 2,2022-2023,4,75,2023/02/25 00:00:00+00,Snow Emergency,"3200 IRVING AV S,Minneapolis,MN",44.94455,-93.30251,10,East Bde Maka Ska,Calhoun Isle,1,5
-10386299.9605119,5614054.54544442,76,Victory 2,2022-2023,4,76,2023/02/25 00:00:00+00,Snow Emergency,"2800 irving ave s,Minneapolis,MN",44.95255,-93.30172,7,East Isles,Calhoun Isle,1,3
-10383092.2894278,5609668.21843227,77,Victory 2,2022-2023,4,77,2023/02/25 00:00:00+00,Snow Emergency,"4322 3rd Ave s ,Minneapolis,MN",44.924658,-93.272905,8,Regina,Nokomis,1,5
-10386299.9605119,5614054.54544442,78,Victory 2,2022-2023,4,78,2023/02/25 00:00:00+00,Snow Emergency,"2800 IRVING AVE S,Minneapolis,MN",44.95255,-93.30172,7,East Isles,Calhoun Isle,1,3
-10380104.2516161,5619933.00459132,79,Victory 2,2022-2023,4,79,2023/02/25 00:00:00+00,Snow Emergency,"431 8TH STSE,Minneapolis,MN",44.989909,-93.246063,3,Marcy Holmes,University,1,4
-10383283.2023487,5618414.36233559,80,Victory 2,2022-2023,4,80,2023/02/25 00:00:00+00,Snow Emergency,"500 1st AVE N,Minneapolis,MN",44.98026,-93.27462,3,Downtown West,Central,1,3
-10382368.7127071,5620751.531249,81,Victory 2,2022-2023,4,81,2023/02/25 00:00:00+00,Snow Emergency,"100 8th Ave no mpls,Minneapolis,MN",44.995109,-93.266405,3,St. Anthony West,Northeast,1,2
-10381149.2077106,5619856.03542189,82,Victory 2,2022-2023,4,82,2023/02/25 00:00:00+00,Snow Emergency,"400 1st Ave no mpls ,Minneapolis,MN",44.98942,-93.25545,3,Nicollet Island - East Bank,University,1,2
-10380106.8119823,5619934.57868219,83,Victory 2,2022-2023,4,83,2023/02/25 00:00:00+00,Snow Emergency,"429 8THST SE,Minneapolis,MN",44.989919,-93.246086,3,Marcy Holmes,University,1,4
-10386299.9605119,5614054.54544442,84,Victory 2,2022-2023,4,84,2023/02/25 00:00:00+00,Snow Emergency,"2800 Irving av s ,Minneapolis,MN",44.95255,-93.30172,7,East Isles,Calhoun Isle,1,3
-10382805.641735,5611126.10713563,85,Victory 2,2022-2023,4,85,2023/02/25 00:00:00+00,Snow Emergency,"3800 4th Ave S,Minneapolis,MN",44.93393,-93.27033,8,Bryant,Powderhorn,1,5
-10383087.8366431,5610270.40237236,86,Victory 2,2022-2023,4,86,2023/02/25 00:00:00+00,Snow Emergency,"4102 3RD AVE S,Minneapolis,MN",44.928488,-93.272865,8,Bryant,Powderhorn,1,5
-10382805.641735,5611126.10713563,87,Victory 2,2022-2023,4,87,2023/02/25 00:00:00+00,Snow Emergency,"3800 4th Ave S,Minneapolis,MN",44.93393,-93.27033,8,Bryant,Powderhorn,1,5
-10382810.0945197,5611987.5544467,88,Victory 2,2022-2023,4,88,2023/02/25 00:00:00+00,Snow Emergency,"3500 4th Ave S ,Minneapolis,MN",44.939408,-93.27037,9,Central,Powderhorn,1,5
-10386366.19566,5611998.87736863,89,Victory 2,2022-2023,4,89,2023/02/25 00:00:00+00,Snow Emergency,"3500 Irving ave s,Minneapolis,MN",44.93948,-93.302315,10,East Bde Maka Ska,Calhoun Isle,1,5
-10379882.3918513,5619832.42542571,90,Victory 2,2022-2023,4,90,2023/02/25 00:00:00+00,Snow Emergency,"521 8TH ST SE,Minneapolis,MN",44.98927,-93.24407,3,Marcy Holmes,University,1,4
-10386126.3021069,5615226.50144398,91,Victory 2,2022-2023,4,91,2023/02/25 00:00:00+00,Snow Emergency,"2300 irving ave s ,Minneapolis,MN",44.96,-93.30016,7,East Isles,Calhoun Isle,1,3
-10379913.5613445,5619849.73939798,92,Victory 2,2022-2023,4,92,2023/02/25 00:00:00+00,Snow Emergency,"515 8TH ST SE,Minneapolis,MN",44.98938,-93.24435,3,Marcy Holmes,University,1,4
-10381929.5572868,5604773.9370518,93,Victory 2,2022-2023,4,93,2023/02/25 00:00:00+00,Snow Emergency,"6021 Chicago ave s,Minneapolis,MN",44.89352,-93.26246,11,Diamond Lake,Nokomis,1,6
-10382801.7455734,5611701.49697644,94,Victory 2,2022-2023,4,94,2023/02/25 00:00:00+00,Snow Emergency,"3600 4th Ave S,Minneapolis,MN",44.937589,-93.270295,8,Central,Powderhorn,1,5
-10386358.4032366,5613372.83590263,95,Victory 2,2022-2023,4,95,2023/02/25 00:00:00+00,Snow Emergency,"3000 IRVING AV S,Minneapolis,MN",44.948216,-93.302245,10,East Bde Maka Ska,Calhoun Isle,1,5
-10383060.0067884,5611812.52206785,96,Victory 2,2022-2023,4,96,2023/02/25 00:00:00+00,Snow Emergency,"3539 3RD AVE S,Minneapolis,MN",44.938295,-93.272615,9,Central,Powderhorn,1,5
-10381998.5754504,5606106.56362863,97,Victory 2,2022-2023,4,97,2023/02/25 00:00:00+00,Snow Emergency,"5538 Chicago AVE S,Minneapolis,MN",44.902,-93.26308,11,Diamond Lake,Nokomis,1,5
-10386206.4521323,5614265.32895168,98,Victory 2,2022-2023,4,98,2023/02/25 00:00:00+00,Snow Emergency,"2700 Irving av s ,Minneapolis,MN",44.95389,-93.30088,7,East Isles,Calhoun Isle,1,3
-10382810.0945197,5611987.5544467,99,Victory 2,2022-2023,4,99,2023/02/25 00:00:00+00,Snow Emergency,"3500 4th Ave S ,Minneapolis,MN",44.939408,-93.27037,9,Central,Powderhorn,1,5
-10384794.8097443,5624088.74010699,100,Victory 2,2022-2023,4,100,2023/02/25 00:00:00+00,Snow Emergency,"3345 lyndale Avenue n,Minneapolis,MN",45.016305,-93.288199,4,McKinley,Camden,1,1
-10383060.0067884,5611793.80810156,101,Victory 2,2022-2023,4,101,2023/02/25 00:00:00+00,Snow Emergency,"3543 3RD AVE S,Minneapolis,MN",44.938176,-93.272615,9,Central,Powderhorn,1,5
-10379889.0710284,5619811.17645367,102,Victory 2,2022-2023,4,102,2023/02/25 00:00:00+00,Snow Emergency,"523 8TH ST SE,Minneapolis,MN",44.989135,-93.24413,3,Marcy Holmes,University,1,4
-10379735.0048563,5619723.34790964,103,Victory 2,2022-2023,4,103,2023/02/25 00:00:00+00,Snow Emergency,"629 8TH ST SE,Minneapolis,MN",44.988577,-93.242746,3,Marcy Holmes,University,1,4
-10386206.4521323,5614265.32895168,104,Victory 2,2022-2023,4,104,2023/02/25 00:00:00+00,Snow Emergency,"2700 irving ave s,Minneapolis,MN",44.95389,-93.30088,7,East Isles,Calhoun Isle,1,3
-10386109.6042142,5615616.66286055,105,Victory 2,2022-2023,4,105,2023/02/25 00:00:00+00,Snow Emergency,"2000 Irving Ave s ,Minneapolis,MN",44.96248,-93.30001,7,Lowry Hill,Calhoun Isle,1,3
-10382835.697982,5612555.60742445,106,Victory 2,2022-2023,4,106,2023/02/25 00:00:00+00,Snow Emergency,"3300 4th Ave s ,Minneapolis,MN",44.94302,-93.2706,9,Central,Powderhorn,1,5
-10381149.2077106,5619856.03542189,107,Victory 2,2022-2023,4,107,2023/02/25 00:00:00+00,Snow Emergency,"400 1st Ave no mpls ,Minneapolis,MN",44.98942,-93.25545,3,Nicollet Island - East Bank,University,1,2
-10383636.4190633,5619445.22956794,108,Victory 2,2022-2023,4,108,2023/02/25 00:00:00+00,Snow Emergency,"700 3rd st n,Minneapolis,MN",44.98681,-93.277793,3,North Loop,Central,1,1
-10379749.4764568,5619731.84738139,109,Victory 2,2022-2023,4,109,2023/02/25 00:00:00+00,Snow Emergency,"627 8TH ST SE,Minneapolis,MN",44.988631,-93.242876,3,Marcy Holmes,University,1,4
-10379764.0592818,5619740.18945544,110,Victory 2,2022-2023,4,110,2023/02/25 00:00:00+00,Snow Emergency,"625 8TH ST SE,Minneapolis,MN",44.988684,-93.243007,3,Marcy Holmes,University,1,4
-10379778.5307821,5619748.68894307,111,Victory 2,2022-2023,4,111,2023/02/25 00:00:00+00,Snow Emergency,"623 8TH ST SE,Minneapolis,MN",44.988738,-93.243137,3,Marcy Holmes,University,1,4
-10383031.6203107,5611064.78050357,112,Victory 2,2022-2023,4,112,2023/02/25 00:00:00+00,Snow Emergency,"3815 3rd Ave S,Minneapolis,MN",44.93354,-93.27236,8,Bryant,Powderhorn,1,5
-10382807.3115042,5612271.41912218,113,Victory 2,2022-2023,4,113,2023/02/25 00:00:00+00,Snow Emergency,"3400 4th Ave S,Minneapolis,MN",44.941213,-93.270345,9,Central,Powderhorn,1,5
-10383057.7803961,5611375.82082227,114,Victory 2,2022-2023,4,114,2023/02/25 00:00:00+00,Snow Emergency,"3719 3RD AVE S,Minneapolis,MN",44.935518,-93.272595,8,Central,Powderhorn,1,5
-10382835.697982,5612555.60742445,115,Victory 2,2022-2023,4,115,2023/02/25 00:00:00+00,Snow Emergency,"3300 4th Ave S,Minneapolis,MN",44.94302,-93.2706,9,Central,Powderhorn,1,5
-10378591.0857758,5609814.75135918,116,Victory 2,2022-2023,4,116,2023/02/25 00:00:00+00,Snow Emergency,"4242 28th ave s,Minneapolis,MN",44.92559,-93.23247,12,Standish,Powderhorn,1,6
-10386126.3021069,5615226.50144398,117,Victory 2,2022-2023,4,117,2023/02/25 00:00:00+00,Snow Emergency,"2300 Irving Ave s ,Minneapolis,MN",44.96,-93.30016,7,East Isles,Calhoun Isle,1,3
-10383057.7803961,5611402.39665468,118,Victory 2,2022-2023,4,118,2023/02/25 00:00:00+00,Snow Emergency,"3707 3rd Ave s,Minneapolis,MN",44.935687,-93.272595,8,Central,Powderhorn,1,5
-10383088.9497892,5611511.05913436,119,Victory 2,2022-2023,4,119,2023/02/25 00:00:00+00,Snow Emergency,"3646 3rd Ave s ,Minneapolis,MN",44.936378,-93.272875,8,Central,Powderhorn,1,5
-10383057.7803961,5611366.85743617,120,Victory 2,2022-2023,4,120,2023/02/25 00:00:00+00,Snow Emergency,"3723 3RD AVE S,Minneapolis,MN",44.935461,-93.272595,8,Central,Powderhorn,1,5
-10383029.3939183,5611016.03400507,121,Victory 2,2022-2023,4,121,2023/02/25 00:00:00+00,Snow Emergency,"3831 3rd Ave S ,Minneapolis,MN",44.93323,-93.27234,8,Bryant,Powderhorn,1,5
-10381953.9362783,5604649.48484489,122,Victory 2,2022-2023,4,122,2023/02/25 00:00:00+00,Snow Emergency,"6043 Chicago Avenue South,Minneapolis,MN",44.892728,-93.262679,11,Diamond Lake,Nokomis,1,6
-10386206.4521323,5614265.32895168,123,Victory 2,2022-2023,4,123,2023/02/25 00:00:00+00,Snow Emergency,"2700 irving ave s,Minneapolis,MN",44.95389,-93.30088,7,East Isles,Calhoun Isle,1,3
-10382837.9243744,5608866.73159581,124,Victory 2,2022-2023,4,124,2023/02/25 00:00:00+00,Snow Emergency,"4600 4th av s,Minneapolis,MN",44.91956,-93.27062,8,Field,Nokomis,1,5
-10378525.4072509,5606972.56205088,125,Victory 2,2022-2023,4,125,2023/02/25 00:00:00+00,Snow Emergency,"5249 28th Avenue South,Minneapolis,MN",44.90751,-93.23188,12,Keewaydin,Nokomis,1,6
-10385613.6758384,5620289.36935041,126,Victory 2,2022-2023,4,126,2023/02/25 00:00:00+00,Snow Emergency,"1320 Fremont av n,Minneapolis,MN",44.992173,-93.295555,5,Near - North,Near North,1,1
-10382833.4715896,5609151.28429836,127,Victory 2,2022-2023,4,127,2023/02/25 00:00:00+00,Snow Emergency,"4500 4th av s,Minneapolis,MN",44.92137,-93.27058,8,Regina,Nokomis,1,5
