email_id,body_text,body_length
112,"Hi, 
 Whisper Memos has an Apple Watch app, and we just wanted to quickly show you how to use it. We worked hard to make it the most convenient and reliable way to capture your thoughts: 
 If you'd like to give it a try, first make sure it's installed on your Apple Watch. Look for ""Whisper Memos"" on your Apple Watch home screen. 
 If you can't find it, make sure it's installed by opening the Watch app on your iPhone: 
 Look for ""Whisper Memos"" among the apps. You'll likely find it at the bottom of your screen: 
 Tap the install button, and wait until it shows up on your Apple Watch. And now you're ready to start recording! 
 Just press the ""Record"" button on your Apple Watch, and start speaking your thoughts. 
 Let us know what you think! 
 Open Whisper Memos 
 Thanks, 
Vojtech 
 Unsubscribe",803
113,"
 
  
  
  
  
  
  
  
  DoorDash  
    
   
   
   
   
   
   
  
     
     
 
 
  
   
     ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏  ­͏
   
   
    
     
      
       
        
         
          
           
            
             
              
               
                
                 
                  
                  
                   
                    ORDER 
NOW
                   
                 
                
               
             
             
              
               
                
                 
                  SAVOR THE SAVINGS OF 50% OFF
                 
                 
                  Don't forget you can save up to $15 on two deliveries over $10 by entering code YAY50NOW at checkout. Don't wait, treat yourself to 50% off today! Terms apply.*
                 
                 
                  
                   
                    
                     
                      
                       Order now
                       
                     
                    
                   
                 
                
               
             
             
              
             
            
           
         
        
       
       
        
         
          
           
            
             
              
              ",2000
114,"The best prices of the year on cameras + access devices.   Logo
( https://clicks.chamberlain.com/f/a/8aL5VsUH-I1fRWt_9O--UA~~/AAQRxRA~/uI9imfoKTq4EFjn28kvgxqWdZOTIByP4a4Hc83_DsxVIzu81cFfk0PyR32SexNe9bCjDdOAsCjqbTbmYvls02irUZ7YtR6xRajs7typt3b-8C90b1-FIE1-8dYK6jOxd )  Black Friday is Here 🎉

Black Friday 
( https://clicks.chamberlain.com/f/a/vTDEIpi9hUDda4Urq6o-WQ~~/AAQRxRA~/ACIBPZrbvjJt3qGZNDMW8epfK6hTGTtJp8wZ5FYwULM3ODW0ce9j7MNRS6NtUE_RHefrYk64I2M2H7LZE-o8C4sjFTawoNkBAyNCdsiM026SyzFoat10ECgC3v5UzoN8xY_H_7IA-mOM9aZkfZibHyPLyBOPy6ilCjteAuNSFq4~ )
    The best deals just dropped.

Get our most-loved smart home cameras and video keypad
devices up to 56% off. Because keeping an eye on home should be
easy — and all in one app. Unlock more peace of mind (and more
bragging rights).

Smart Garage Video Keypad 
( https://clicks.chamberlain.com/f/a/RkHUPpReFpMlNUgdYfelow~~/AAQRxRA~/YE1zEQ8GAS6IWEh8Z3zfnzFK55JCwTnG_xH-taamh0elSDDshI-U38REcE_6dNE3y8jpfm5GFfgwCjrrRjU7RdrKZcaoJZ1MQS9aj5oIVMb_Dan4LKIsBSalS3D2QWDx2TImk618x_ZL8jMozMxml4PGgNyuDNCT8a4KtjMFSj8~ )
   $37.99 $79.99     $37.99 $79.99    Smart Garage Video Keypad

Let trusted people in with custom PINs. Feel secure with 24/7
video monitoring. Access your home remotely, without a key.

Shop Now  
( https://clicks.chamberlain.com/f/a/BGoCXg0tPXJsXOuCLRk7mA~~/AAQRxRA~/YE1zEQ8GAS6IWEh8Z3zfnzFK55JCwTnG_xH-taamh0elSDDshI-U38REcE_6dNE3y8jpfm5GFfgwCjrrRjU7RXYRG6m7MsRuUKAFD6nV62Q3PD_plO7wqIFBhjh-vq1aWxoBxfz1rlnUGQON8oMWhDpgG2fvQiItBCe_SglEzeM~ )
    Smart Indoor Camera 
( https://clicks.chamberlain.com/f/a/RVIoqNKlkg9Xe1_XjtxGCg~~/AAQRxRA~/W4lggjcs3fe3ryoF5_CtbnvQh59iwHCq0fFKTMZ2cxeFCgr2MBxwduzU_0kkESenfnolvinYMAhzDhyjNyXhK_sCcCAPleJscAjHMfocpWO8d2aaawa3qJHOTqu6EVybbHZGrSBJpPRML3KGdU_eTW_UXzPiq_al4zjeweZu5e8~ )
 $24.99 $39.99    $24.99 $39.99    Smart Indoor Camera

Now with sharper 2K HD video and smart motion alerts, so you
always know what’s happening inside.

Now with sharper 2K HD video and smart motion alerts, so you
always kn",2000
115,"A Magical Christmas Concert!

No images?  Click here https://stjoanofarcchurch.cmail20.com/t/t-e-guklill-zkudilkht-k/

Experience the Magic of the Holidays

Come Join Us!

A Classic Christmas Concert

featuring the incomparable

Fr. Kevin Anderson & Leslie Vincent.

Click below for a sample of Fr. Kevin:

Sunday, December 14th @ 7PM

Doors open at 6:15pm

St. Joan of Arc Gym/Auditorium

Enjoy an enchanting evening as they bring your favorite classic Christmas songs to life with elegance and charm, setting the perfect tone for the festive season.

Let the Music fill your heart with Holiday Cheer

For all tickets go to  stjoantickets.com [https://www.eventbrite.com/o/st-joan-of-arc-church-34074995903]

Share   https://stjoanofarcchurch.cmail20.com/t/t-fb-guklill-zkudilkht-u/      Forward   https://stjoanofarcchurch.forwardtomyfriend.com/t-zkudilkht-6324D446-guklill-l-o

Saint Joan of Arc Catholic Community

Concert Series

4537 Third Avenue South

Minneapolis MN 55419

Published by St. Joan of Arc Catholic Community

Preferences https://stjoanofarcchurch.updatemyprofile.com/t-guklill-6324D446-zkudilkht-b  |   Unsubscribe https://stjoanofarcchurch.cmail20.com/t/t-u-guklill-zkudilkht-n/
",1243
116,"Resubscribe to take advantage of year-end savings on The Times in full. Puzzles, recipes, product reviews and home team sports coverage included.

-----------------------------------------------------------------

-- The New York Times --

-----------------------------------------------------------------

Unwrap a year of insight and inspiration.

-----------------------------------------------------------------

Click here to view email with images:
 https://e.newyorktimes.com/pub/sf/FormLink?_ri_=X0Gzc2X%3DBQjkPkSUAQGzddAHPRzeWJvnEpDcOkB88MEzdzdoevF2kzbKcC2faalX1dKf7zbzfJnzdqPqzcYzcTzeWORLiy7hVXMtX%3DBQjkPkSUAQGzdzbzg3dP9zb5hpevhlzczcIJcg9RH427vaAzdgfIzfCvzfpkDsazbfqNk4B89YjGOCzdwYN3sbK3&_ei_=EUlaGGF4SNMvxFF7KucKuWPBgZPBfQ03D2wVzXSMbTu-WVDKbJi8ALIacRR1WANhPk4aYwpYKUk.&_di_=povjmat1g3b9ghmbqt2gpbksn6fi6qp9kgsjn0i50lspflfeph70Jg%3D%3D 

-----------------------------------------------------------------

This email was sent to Sample@sample.user@example.com

To stop receiving updates and offers from The Times, including those regarding The Athletic, unsubscribe:  https://e.newyorktimes.com/pub/cc?_ri_=X0Gzc2X%3DBQjkPkSUAQGzddAHPRzeWJvnEpDcOkB88MEzdzdoevF2kzbKcC2faalX1dKf7zbzfJnzdqPqzcYzcTzeWORLiy7hVXtpKX%3DAUYSTTY&_ei_=EW2tf9zs59idfPO1Sc_9BbmhsK9RL4sHM8NTfkAoGJjHFhgJV80C9d43MHT5lis8_Gmjm1u6Io1kpNGQg70-Rw.&_di_=s2f7cnp2kabljunl4vv5n31oq8f6718iqvsd46g13bvmeuv88vmgJg%3D%3D 

To opt out of newsletters and other promotional emails from The Times, manage your email settings: https://www.nytimes.com/newsletters/manage?token=

Account Login: https://myaccount.nytimes.com

Help Center: https://help.nytimes.com/hc/en-us

Terms of Service: https://www.nytimes.com/TOU

Privacy Policy: https://help.nytimes.com/hc/en-us/articles/10940941449492

California Notices: https://help.nytimes.com/hc/en-us/articles/10940941449492#california-notice




(c)2025 The New York Times Company | 620 Eighth Avenue, New York, NY, 10018
",1972
117,"Expand your view with cameras + access devices on sale.   Logo 
( https://clicks.chamberlain.com/f/a/VQjXV0GitguJkRsRmscfHQ~~/AAQRxRA~/dttFHf3ihTGJq3xSvId88Puu3XQLT2GpaxsV7w9twWoK-a7J4EEvfqpSwlDbKPdK9ta5A7YQDagG2gUZLn8aVSc6f0mUlxpYuc8VVh14fEuV59VCVH3dkxzcP5XfEIgK )  Black Friday Is On —
Expand Your Home View 👀

Black Friday 
( https://clicks.chamberlain.com/f/a/zq_9PtlQAryXgAdYjc2X0g~~/AAQRxRA~/uX-4TFYLNMLQGGJMsKUjNcQUDZrVYEjdjJc6mDj8JFB07tLEZvmtRbvW_EdR0qI1ZqO7VEOv9WVVoDC00MlgL2joWOAMWMfoRM41P74xKPB87_2CJpASMprLKElU7hc_Z3VZWUTGL3B943uzDTPR8Tq996xM_QnS4rh03uSSWPU~ )
  One app. One view.
One less thing to worry about.

Expand the visibility and access you already use. Bring more
doors, rooms, and entry points into the same connected
system, for up to 56% off.

Smart Garage Video Keypad 
( https://clicks.chamberlain.com/f/a/95QX0--QACS7BwHnQ5iYIA~~/AAQRxRA~/KxVJ0Wz9zRVvZE7qyIRDHiJuRl4OPAESwCMIl0SHNyVH95ua7a0uXLP_VOsxpuYDs2vGgCd2KQiALWGv_VKa8AApfsCpQHXwNbqB21Wwu7aPd1JqvGQ3LvDN75rDuC73x8W51q5YB2kwcYcGEwPWIiRDANMcglrRVsiP5Myaygc~ )
  $37.99 $79.99    $37.99 $79.99    Smart Garage Video Keypad

Let trusted people in with custom PINs. Feel secure with 24/7
video monitoring. Access your home remotely, without a key.

Shop Now  
( https://clicks.chamberlain.com/f/a/uI182sqrvsioWLuXYPeiYA~~/AAQRxRA~/KxVJ0Wz9zRVvZE7qyIRDHiJuRl4OPAESwCMIl0SHNyVH95ua7a0uXLP_VOsxpuYDs2vGgCd2KQiALWGv_VKa8ODF2SydRq2mB-vqBIHE60b6I0L3uBS5xBHtIJg-hQRc5aWrpxqtV4G8TV2Zdyn4tU40T6DXvra6FOEDuG8fRbU~ )
    Smart Indoor Camera 
( https://clicks.chamberlain.com/f/a/aOvMJIvMNJ760qz6EdmKTw~~/AAQRxRA~/ngl6LNnemvjILZVsB1K689tTICpRXct9AavzNls1HZFgLHj0wXytCiSz4Wuzhmhx9fgxOYCaq2-wLM0umt61LIe1kKgkCt25B73gcCpgw9xAqRjVe39KEfRftyNNJU-M7Wt-NRnUIqaSmrBlPilIaj2TAuyhuvX-nE7UbCrpZ0k~ )
 $24.99 $39.99    $24.99 $39.99    Smart Indoor Camera

Now with sharper 2K HD video and smart motion alerts, so you
always know what’s happening inside.

Now with sharper 2K HD video and smart motion alerts, so you
always know what’s happenin",2000
118,"Catch up on the year’s most-watched sessions, from AI agents to scaled creative 
ops.



 <https://airtable.com/>


 
<https://www.airtable.com/lp/resources/webinars?utm_ID=recUeFLjyrvkXc2ir&utm_source=lifecycle_team&utm_medium=email&utm_campaign=it_ss_wb_top-5-webinars-2025&utm_content=email>

Best of 2025:
Top 5 webinars





As we close out the year, here are the five webinars our audience enjoyed the 
most. From shipping AI agents to transforming creative and operations at scale, 
each session is packed with practical takeaways you can put to work right away.




 
<https://www.airtable.com/lp/resources/webinars/omni-field-agents?utm_ID=recjv8ekm5FTRiPY6&utm_source=lifecycle_team&utm_medium=email&utm_campaign=it_ss_wb_top-5-webinars-2025&utm_content=email&utm_extra2=701Nx00000Ra4DgIAJ>

Omni + Field Agents: From prompt to production



See how to build apps with Omni and deploy Field Agents to research the web, 
analyze documents and images, and automate work across your records—without 
heavy lift.

Watch on-demand → 
<https://www.airtable.com/lp/resources/webinars/omni-field-agents?utm_ID=recjv8ekm5FTRiPY6&utm_source=lifecycle_team&utm_medium=email&utm_campaign=it_ss_wb_top-5-webinars-2025&utm_content=email&utm_extra2=701Nx00000Ra4DgIAJ>



 


 
<https://www.airtable.com/lp/resources/webinars/powering-innovation-atlantic-records-uk?utm_ID=recVVw3SFAphAdJYu&utm_source=lifecycle_team&utm_medium=email&utm_campaign=it_ss_wb_top-5-webinars-2025&utm_content=email&utm_extra2=701Nx00000PjdTRIAZ>

How Atlantic Records UK powers innovation



Learn how a modern product and marketing stack streamlines planning, 
collaboration, and reporting—so teams move faster from concept to campaign.

Watch on-demand → 
<https://www.airtable.com/lp/resources/webinars/powering-innovation-atlantic-records-uk?utm_ID=recVVw3SFAphAdJYu&utm_source=lifecycle_team&utm_medium=email&utm_campaign=it_ss_wb_top-5-webinars-2025&utm_content=email&utm_extra2=701Nx00000PjdTRIAZ>



  


 
<https://ww",2000
119,"Resubscribe to gain full access to the latest reporting, as well as puzzles, recipes, product reviews and more, with our best offer on all of The Times.

-----------------------------------------------------------------

-- The New York Times --

-----------------------------------------------------------------

The essential stories. Told in the most compelling ways. | RESUBSCRIBE NOW >

-----------------------------------------------------------------

Click here to view email with images:
 https://e.newyorktimes.com/pub/sf/FormLink?_ri_=X0Gzc2X%3DBQjkPkSUAQGXaht8jCzdvw8u2MKkJzf8vcsrr25aJw2ze6wCSSglYTXmoj8jl8Nl4PL7FfqlzdEjunTw5VXMtX%3DBQjkPkSUAQGzc1j6zfRzcluCELKhiedal0m4EJHYdbzdUuimaIUKS1zeLvOXHvCwMjRDves3MewwPiOMWb&_ei_=EUlaGGF4SNMvxFF7KucKuWPBgZPBfQ03D2wVzXSMbTu-WVDKbJi8ALIacRR1WANhPk4aYwpYKUk.&_di_=e5fj0167kp2r3naka328urufeu0vpocaugsiaou1d83c26be0f9gJg%3D%3D 

-----------------------------------------------------------------

This email was sent to Sample@sample.user@example.com

To stop receiving updates and offers from The Times, including those regarding The Athletic, unsubscribe:  https://e.newyorktimes.com/pub/cc?_ri_=X0Gzc2X%3DBQjkPkSUAQGXaht8jCzdvw8u2MKkJzf8vcsrr25aJw2ze6wCSSglYTXmoj8jl8Nl4PL7FfqlzdEjunTw5VXtpKX%3DATTYRTY&_ei_=EW2tf9zs59idfPO1Sc_9BbmhsK9RL4sHM8NTfkAoGJjHFhgJV80C9d43MHT5lis8_Gmjm1u6Io1kpNGQg70-Rw.&_di_=b1humj25vv8kdtd7q3mtmtimun96rotqj57m6411blk8f2vf9qegJg%3D%3D 

To opt out of newsletters and other promotional emails from The Times, manage your email settings: https://www.nytimes.com/newsletters/manage?token=

Account Login: https://myaccount.nytimes.com

Help Center: https://help.nytimes.com/hc/en-us

Terms of Service: https://www.nytimes.com/TOU

Privacy Policy: https://help.nytimes.com/hc/en-us/articles/10940941449492

California Notices: https://help.nytimes.com/hc/en-us/articles/10940941449492#california-notice




(c)2025 The New York Times Company | 620 Eighth Avenue, New York, NY, 10018
",1994
120,"Save now with a family subscription and enjoy four separate logins so everyone can access their own puzzles, archives, stats and streaks. 

-----------------------------------------------------------------

-- The New York Times --

-----------------------------------------------------------------

The New York Times Games Family Subscription | Introducing our family subscription.

-----------------------------------------------------------------

Click here to view email with images:
 https://e.newyorktimes.com/pub/sf/FormLink?_ri_=X0Gzc2X%3DAQjkPkSUAQGzd9SAFvYHzd3PNkblazcbj4bzgNizfOYFYzdGHBza0zbn2zdzaw7phcw8roBzg1nVXMtX%3DAQjkPkSUAQGzafhiKBmM3acHdozbh0w6n1IYOzdzfh6gGLyzdcddIzdiwcESAgXp1wzeNOO&_ei_=EUlaGGF4SNMvxFF7KucKuWPBgZPBfQ03D2wVzXSMbTu-WVDKbJi8ALIacRR1WANhPk4aYwpYKUk.&_di_=mfaciqff3n5b3nfqatolqpqvn9tnvobov282l1k15k3gkism1c6gJg%3D%3D 

-----------------------------------------------------------------

This email was sent to Sample@sample.user@example.com

To stop receiving updates and offers from The Times, including those regarding The Athletic, unsubscribe:  https://e.newyorktimes.com/pub/cc?_ri_=X0Gzc2X%3DAQjkPkSUAQGzd9SAFvYHzd3PNkblazcbj4bzgNizfOYFYzdGHBza0zbn2zdzaw7phcw8roBzg1nVXtpKX%3DARYRDRY&_ei_=EW2tf9zs59idfPO1Sc_9BbmhsK9RL4sHM8NTfkAoGJjHFhgJV80C9d43MHT5lis8_Gmjm1u6Io1kpNGQg70-Rw.&_di_=3n7bfor121q19hdajuagoemtj8bremvmnl659rldanv4t2a8u7rgJg%3D%3D 

To opt out of newsletters and other promotional emails from The Times, manage your email settings: https://www.nytimes.com/newsletters/manage?token=

Account Login: https://myaccount.nytimes.com

Help Center: https://help.nytimes.com/hc/en-us

Terms of Service: https://www.nytimes.com/TOU

Privacy Policy: https://help.nytimes.com/hc/en-us/articles/10940941449492

California Notices: https://help.nytimes.com/hc/en-us/articles/10940941449492#california-notice




(c)2025 The New York Times Company | 620 Eighth Avenue, New York, NY, 10018
",1964
121,"SORTEO PREFERENTE DE VISA

¡Prepárate!

El Sorteo preferente de Visa está por comenzar. Será la primera fase para
adquirir boletos para la Copa Mundial de la FIFA 26™.

¡No pierdas la oportunidad de asistir al evento deportivo más grande en la
historia! Crea tu FIFA ID para recibir más información sobre el proceso para
participar en el sorteo con tu tarjeta Visa del 10 al 19 de septiembre.

Haz

[clic]
https://gpcustomersupportfwc2026.tickets.fifa.com/hc/en-gb?&cid=(p_email)(c_fwc)(sc_fwc26-visa-pre-sale-guide)(ssc_fwc-2026)(l_es)(da_080925)

en este enlace si deseas consultar los Términos y Condiciones del sorteo
preferente de Visa.

[Más información]
https://www.fifa.com/es/tickets?&cid=(p_email)(c_fwc)(sc_fwc26-visa-pre-sale-guide)(ssc_fwc-2026)(l_es)(da_080925)

Copyright © 1994-2025 FIFA. All rights reserved.Federation Internationale de
Football AssociationFIFA-Strasse 20, 8044 Zurich, Switzerland Si recibes
mensajes de la FIFA es porque has tenido contacto con la organización o sus
socios y, tras ser debidamente informado, has ofrecido tu consentimiento para
recibir correos electrónicos. Puedes

[darte de baja]
https://asemailmgmteu.com/api/channels/email/unsubscribe?app_key=UJWOw9v1QM6tcD2GT7scIA&channel_id=qk0P6IJDRCuvpzCob6bYLQ&push_id=37b287c0-8cbd-11f0-b28d-0000a1aceffd&message_type=commercial&campaigns=FWC26&campaigns=Visa+Presale+guide+-+ROI&campaigns=FWC26+%7C+Visa+Presale+guide+-+ROI+%7C+ES+%7C+050925+%7C+Email&redirect=https%3A%2F%2Fasemailmgmteu.com%2Funsubscribe%2Fsuccess.html

de los correos enviados por

[noreply@mailing.fifa.com]
mailto:noreply@mailing.fifa.com?subject=Unsubscribe

si deseas que no vuelvan a ponerse en contacto contigo. Para más información
sobre el uso de tus datos personales, consulta el

[Portal de protección de datos
de la FIFA.]
https://inside.fifa.com/es/data-protection-portal

[Términos de servicio]
https://inside.fifa.com/es/terms-of-service",1963
122,"Go beyond the headlines when you return with our best offer on vital reporting and exclusive features. Save now with The Times August Sale.

-----------------------------------------------------------------

-- The New York Times --

-----------------------------------------------------------------

The New York Times | The essential stories. Told in the most compelling ways.

-----------------------------------------------------------------

Click here to view email with images:
 https://e.newyorktimes.com/pub/sf/FormLink?_ri_=X0Gzc2X%3DAQjkPkSUAQGzcCtzbMOsusDi9Geizdjpq0WoWzfFH9pMdlN9g912CHidPuzfbrzekdzg3GfVXMtX%3DAQjkPkSUAQGqHnA5uMtjmULMzc8zabYYJ7EDmksu2zaMSFI6w5BMrIuHmoTWaXobfPf&_ei_=EUlaGGF4SNMvxFF7KucKuWPBgZPBfQ03D2wVzXSMbTu-WVDKbJi8ALIacRR1WANhPk4aYwpYKUk.&_di_=lfrbb892rrbnin7aii1o3nad4nee9f5k09afsieve2iim94makh0Jg%3D%3D 

-----------------------------------------------------------------

This email was sent to Sample@sample.user@example.com

To stop receiving updates and offers from The Times, including those regarding The Athletic, unsubscribe:  https://e.newyorktimes.com/pub/cc?_ri_=X0Gzc2X%3DAQjkPkSUAQGzcCtzbMOsusDi9Geizdjpq0WoWzfFH9pMdlN9g912CHidPuzfbrzekdzg3GfVXtpKX%3DARWAAWY&_ei_=EW2tf9zs59idfPO1Sc_9BbmhsK9RL4sHM8NTfkAoGJjHFhgJV80C9d43MHT5lis8_Gmjm1u6Io1kpNGQg70-Rw.&_di_=37ofhqcsh1aanbmp7mkhfurrq7vt817sh9bo6lruuii69c5lh4e0Jg%3D%3D 

To opt out of newsletters and other promotional emails from The Times, manage your email settings: https://www.nytimes.com/newsletters/manage?token=

Account Login: https://myaccount.nytimes.com

Help Center: https://help.nytimes.com/hc/en-us

Terms of Service: https://www.nytimes.com/TOU

Privacy Policy: https://help.nytimes.com/hc/en-us/articles/10940941449492

California Notices: https://help.nytimes.com/hc/en-us/articles/10940941449492#california-notice




(c)2025 The New York Times Company | 620 Eighth Avenue, New York, NY, 10018
",1947
123,"Resubscribe and take advantage of a full year of savings on everything The Times offers: News, Games, Cooking, Audio, Wirecutter and The Athletic.

-----------------------------------------------------------------

-- The New York Times --

-----------------------------------------------------------------

The New York Times | Deep Reporting. Vivid Storytelling. Thoughtful Analysis.

-----------------------------------------------------------------

Click here to view email with images:
 https://e.newyorktimes.com/pub/sf/FormLink?_ri_=X0Gzc2X%3DAQjkPkSUAQGzaHgzdzbHfXKmtdvJrSNyq3CUSPLd0R8gmzgzczgJACOfisPIUy9stlR4OczbItzfoNHlzdiMC6VXMtX%3DAQjkPkSUAQGfTEXp6ukslzazbcNKard72bYfTHAzfMrJrfr7ajhjy1nzgXe4emk2zdza5DoAP5k4lqRzecs6&_ei_=EUlaGGF4SNMvxFF7KucKuWPBgZPBfQ03D2wVzXSMbTu-WVDKbJi8ALIacRR1WANhPk4aYwpYKUk.&_di_=er1vpgue549p21l2l4opeun93hd0k168t45b3vt9cnqupao3l37gJg%3D%3D 

-----------------------------------------------------------------

This email was sent to Sample@sample.user@example.com

To stop receiving updates and offers from The Times, including those regarding The Athletic, unsubscribe:  https://e.newyorktimes.com/pub/cc?_ri_=X0Gzc2X%3DAQjkPkSUAQGzaHgzdzbHfXKmtdvJrSNyq3CUSPLd0R8gmzgzczgJACOfisPIUy9stlR4OczbItzfoNHlzdiMC6VXtpKX%3DARYCTRY&_ei_=EW2tf9zs59idfPO1Sc_9BbmhsK9RL4sHM8NTfkAoGJjHFhgJV80C9d43MHT5lis8_Gmjm1u6Io1kpNGQg70-Rw.&_di_=9ck7iquf6sdus10qt8rki6rp4r14668p438orbve8glis2mqc1ogJg%3D%3D 

To opt out of newsletters and other promotional emails from The Times, manage your email settings: https://www.nytimes.com/newsletters/manage?token=

Account Login: https://myaccount.nytimes.com

Help Center: https://help.nytimes.com/hc/en-us

Terms of Service: https://www.nytimes.com/TOU

Privacy Policy: https://help.nytimes.com/hc/en-us/articles/10940941449492

California Notices: https://help.nytimes.com/hc/en-us/articles/10940941449492#california-notice




(c)2025 The New York Times Company | 620 Eighth Avenue, New York, NY, 10018",2000
124,"Your FIFA World Cup 26™ Access

Choose your path to FIFA World Cup 26™ tickets: secure a Right-To-Buys (RTB)
and grow your digital collection.

Your journey to the FIFA World Cup 26™ begins on FIFA Collect, with new
collections and paths to the stadium dropping every week. ⚽

You can instantly secure a 🎟️ Right-To-Buy (RTB) with our Glory packs, giving
you a direct path to purchase match tickets. Or, you can embrace the thrill of
collecting, with drops like the historic Panini München 1974 series, where any
pack could hold your RTB.

Choose your route to the stands and follow our weekly drops—your chance to
witness history is just a pack away!

[GET YOUR PACKS NOW]
https://collect.fifa.com/drops?utm_source=email&utm_medium=newsletterFIFA&utm_campaign=FCoverview_1408&referrer=NL_fifa_FCoverview_1408_EN

New to FIFA Collect? Sign up today and receive a $5 Welcome Coupon!

FIFA PARTNERS

Copyright © 1994-2025 FIFA. All rights reserved.Federation Internationale de
Football AssociationFIFA-Strasse 20, 8044 Zurich, Switzerland You are receiving
communications from FIFA because you engaged with FIFA or its partners and gave
your informed consent to receive emails. You can

[unsubscribe]
https://asemailmgmteu.com/api/channels/email/unsubscribe?app_key=UJWOw9v1QM6tcD2GT7scIA&channel_id=qk0P6IJDRCuvpzCob6bYLQ&push_id=227d6500-79da-11f0-b835-000000a1ace7&message_type=commercial&campaigns=Collect&campaigns=General+-+Panini+Drop+1974&campaigns=FIFA+Collect+%7C+General+-+Panini+Drop+1974+%7C+EN+%7C+170825+%7C+Email&redirect=https%3A%2F%2Fasemailmgmteu.com%2Funsubscribe%2Fsuccess.html

to emails from

[noreply@mailing.fifa.com]
mailto:noreply@mailing.fifa.com?subject=Unsubscribe

if you would prefer not to be contacted in the future. For more information
concerning the use of your personal data, please consult

[FIFA’s Data Protection
Portal.]
https://inside.fifa.com/data-protection-portal

[Terms of Service]
https://inside.fifa.com/en/t",2000
125,"Heroes at Home

Journey back to Argentina '78 and find your Right-To-Buy (RTB) for the FIFA
World Cup 26™ in FIFA Collects newest drop!

Journey from Argentina's 1978 glory to the FIFA World Cup 26™! 🇦🇷 This new
drop gives you a chance in every pack to secure a 🎟️ Right-To-Buy (RTB) for a
seat at the world's greatest event.

This is just the beginning! New collections are coming out regularly, giving you
more ways to secure your place in history. Explore all the drops on FIFA Collect
and find your path to 2026! 🏆

[GET YOUR PACKS NOW]
 https://collect.fifa.com/drops?utm_source=email&utm_medium=newsletterFIFA&utm_campaign=FC78_3008&referrer=NL_fifa_FC78_3008_EN 

New to FIFA Collect? Sign up today and receive a $5 Welcome Coupon!

FIFA PARTNERS

Copyright © 1994-2025 FIFA. All rights reserved.Federation Internationale de
Football AssociationFIFA-Strasse 20, 8044 Zurich, Switzerland You are receiving
communications from FIFA because you engaged with FIFA or its partners and gave
your informed consent to receive emails. You can

[unsubscribe]
https://asemailmgmteu.com/api/channels/email/unsubscribe?app_key=UJWOw9v1QM6tcD2GT7scIA&channel_id=qk0P6IJDRCuvpzCob6bYLQ&push_id=1c23d0f0-84e2-11f0-b8b1-00000a1ace32&message_type=commercial&campaigns=Collect&campaigns=FC78+Panini+Drops&campaigns=FIFA+Collect+%7C+FC78+Panini+Drops+%7C+EN+%7C+300825+%7C+Email+%7C+Test&redirect=https%3A%2F%2Fasemailmgmteu.com%2Funsubscribe%2Fsuccess.html

to emails from

[noreply@mailing.fifa.com]
mailto:noreply@mailing.fifa.com?subject=Unsubscribe

if you would prefer not to be contacted in the future. For more information
concerning the use of your personal data, please consult

[FIFA’s Data Protection
Portal.]
https://inside.fifa.com/data-protection-portal

[Terms of Service]
https://inside.fifa.com/en/terms-of-service",1860
